Round,Match,Player 1,P1 Country,P1 Seed,Player 2,P2 Country,P2 Seed,Set 1,Set 2,Set 3,Set 4,Set 5,Notes
1,1,Roger Federer *,SUI,1,Scoville Jenkins,USA,,6 - 3,6 - 2,6 - 4,,,
1,2,Rainer Schuettler,GER,,Paul Capdeville *,CHI,,7 - 5,3 - 6,7 - 6 (7 - 4),4 - 6,3 - 6,
1,3,Thierry Ascione,FRA,,Rik De Voest *,RSA,,2 - 6,0 - 3,,,,Retired
1,4,John Isner *,USA,,Jarkko Nieminen,FIN,26,6 - 7 (4 - 7),7 - 6 (7 - 4),7 - 6 (7 - 5),6 - 4,,
1,5,Juan Carlos Ferrero,ESP,21,Feliciano Lopez *,ESP,,3 - 6,4 - 6,4 - 6,,,
1,6,Robert Kendrick,USA,,Igor Andreev *,RUS,,6 - 7 (4 - 7),3 - 6,4 - 6,,,
1,7,Donald Young *,USA,,Chris Guccione,AUS,,6 - 7 (2 - 7),6 - 3,6 - 2,6 - 3,,
1,8,Sergio Roitman,ARG,,Richard Gasquet *,FRA,13,5 - 7,1 - 6,2 - 6,,,
1,9,Tomas Berdych *,CZE,9,Marc Gicquel,FRA,,6 - 3,7 - 6 (7 - 0),6 - 2,,,
1,10,Simone Bolelli *,ITA,,Julien Benneteau,FRA,,6 - 3,6 - 4,3 - 6,6 - 1,,
1,11,Gilles Simon *,FRA,,Alexander Waske,GER,,6 - 4,6 - 1,,,,Retired
1,12,Fernando Verdasco *,ESP,,Paul-Henri Mathieu,FRA,22,3 - 6,1 - 6,6 - 4,6 - 3,6 - 3,
1,13,Ivo Karlovic,CRO,32,Arnaud Clement *,FRA,,6 - 7 (5 - 7),4 - 6,6 - 4,7 - 6 (8 - 6),4 - 6,
1,14,Thomas Johansson *,SWE,,Nicolas Massu,CHI,,2 - 6,7 - 6 (7 - 3),6 - 3,6 - 3,,
1,15,Jose Acasuso *,ARG,,Martin Vassallo Arguello,ARG,,6 - 4,6 - 7 (2 - 7),6 - 3,6 - 4,,
1,16,Justin Gimelstob,USA,,Andy Roddick *,USA,5,6 - 7 (6 - 8),3 - 6,3 - 6,,,
1,17,Nikolay Davydenko *,RUS,4,Jesse Levine,USA,,6 - 4,6 - 0,6 - 1,,,
1,18,Nicolas Kiefer *,GER,,Vincent Spadea,USA,,6 - 2,7 - 6 (7 - 1),6 - 3,,,
1,19,Peter Luczak,AUS,,Luis Horna *,PER,,6 - 7 (4 - 7),3 - 6,6 - 7 (6 - 8),,,
1,20,Alex Kuznetsov,USA,,Nicolas Almagro *,ESP,28,4 - 6,0 - 6,6 - 7 (4 - 7),,,
1,21,Andy Murray *,GBR,19,Pablo Cuevas,URU,,6 - 2,6 - 3,6 - 0,,,
1,22,Juan-Pablo Guzman,ARG,,Jonas Bjorkman *,SWE,,3 - 6,6 - 7 (4 - 7),2 - 6,,,
1,23,Dominik Hrbaty,SVK,,Hyung-Taik Lee *,KOR,,7 - 6 (7 - 4),4 - 6,5 - 7,7 - 6 (8 - 6),4 - 6,
1,24,Ruben Ramirez Hidalgo,ESP,,Guillermo Canas *,ARG,14,3 - 6,6 - 4,5 - 7,3 - 6,,
1,25,Tommy Haas *,GER,10,Steve Darcis,BEL,,6 - 7 (5 - 7),7 - 5,6 - 3,6 - 4,,
1,26,Benjamin Becker,GER,,Philipp Petzschner *,GER,,6 - 2,6 - 3,4 - 6,4 - 6,1 - 6,
1,27,Paul Goldstein,USA,,Sebastien Grosjean *,FRA,,1 - 6,1 - 4,,,,Retired
1,28,Max Mirnyi *,BLR,,Marcos Baghdatis,CYP,18,6 - 3,7 - 5,3 - 6,7 - 6 (8 - 6),,
1,29,Filippo Volandri,ITA,29,Michael Llodra *,FRA,,3 - 6,6 - 4,4 - 6,4 - 6,,
1,30,Stefan Koubek *,AUT,,Sam Querrey,USA,,7 - 6 (7 - 1),6 - 1,6 - 1,,,
1,31,Fabrice Santoro *,FRA,,Albert Montanes,ESP,,6 - 1,6 - 7 (8 - 10),6 - 2,6 - 1,,
1,32,Michael Russell,USA,,James Blake *,USA,6,6 - 7 (6 - 8),3 - 6,6 - 7 (4 - 7),,,
1,33,Tommy Robredo *,ESP,8,Bobby Reynolds,USA,,6 - 3,7 - 6 (7 - 5),6 - 1,,,
1,34,Mardy Fish *,USA,,Bruno Echagaray,MEX,,6 - 4,6 - 1,6 - 2,,,
1,35,Michal Przysiezny,POL,,Michael Berrer *,GER,,1 - 6,6 - 4,1 - 6,6 - 7 (4 - 7),,
1,36,Ernests Gulbis *,LAT,,Potito Starace,ITA,30,7 - 5,7 - 6 (7 - 4),6 - 3,,,
1,37,Carlos Moya *,ESP,17,Bjorn Phau,GER,,6 - 1,6 - 2,6 - 4,,,
1,38,Guillermo Garcia-Lopez,ESP,,Igor Kunitsyn *,RUS,,6 - 4,3 - 6,5 - 7,6 - 2,5 - 7,
1,39,Mariano Zabaleta,ARG,,Philipp Kohlschreiber *,GER,,2 - 6,2 - 6,4 - 6,,,
1,40,Nicolas Devilder,FRA,,Mikhail Youzhny *,RUS,11,0 - 6,1 - 6,2 - 6,,,
1,41,Lleyton Hewitt *,AUS,16,Amer Delic,USA,,6 - 2,6 - 4,6 - 2,,,
1,42,Andreas Seppi,ITA,,Agustin Calleri *,ARG,,4 - 6,4 - 6,6 - 3,5 - 7,,
1,43,Dudi Sela *,ISR,,Nicolas Lapentti,ECU,,5 - 7,6 - 2,6 - 1,6 - 3,,
1,44,Edouard Roger-Vasselin,FRA,,Juan Monaco *,ARG,23,2 - 6,6 - 3,1 - 6,5 - 7,,
1,45,Jurgen Melzer *,AUT,31,Diego Hartfield,ARG,,6 - 4,7 - 5,7 - 5,,,
1,46,Juan Martin Del Potro *,ARG,,Nicolas Mahut,FRA,,6 - 0,6 - 4,6 - 2,,,
1,47,Carlos Berlocq,ARG,,Radek Stepanek *,CZE,,6 - 7 (3 - 7),7 - 6 (7 - 4),4 - 6,2 - 6,,
1,48,Robin Haase,NED,,Novak Djokovic *,SRB,3,2 - 6,1 - 6,3 - 6,,,
