Round,Match,Player 1,P1 Country,P1 Seed,Player 2,P2 Country,P2 Seed,Set 1,Set 2,Set 3,Set 4,Set 5,Notes
2,6,Pablo Andujar,ESP,,Fernando Gonzalez *,CHI,24,5 - 7,0 - 6,7 - 6 (7 - 4),6 - 7 (3 - 7),,
2,7,Igor Andreev,RUS,27,Robby Ginepri *,USA,,6 - 4,2 - 6,6 - 7 (5 - 7),2 - 6,,
2,8,Victor Hanescu,ROU,,Florent Serra *,FRA,,4 - 6,3 - 6,7 - 6 (7 - 5),6 - 7 (5 - 7),,
2,9,Nikolay Davydenko *,RUS,4,Marat Safin,RUS,,7 - 6 (7 - 4),6 - 2,6 - 2,,,
2,10,Diego Junqueira,ARG,,Ivan Ljubicic *,CRO,28,3 - 6,4 - 6,2 - 6,,,
2,11,Marcos Daniel,BRA,,Jurgen Melzer *,AUT,,6 - 4,3 - 6,6 - 2,3 - 6,4 - 6,
2,12,Gael Monfils *,FRA,,Luis Horna,PER,,7 - 6 (7 - 5),6 - 4,7 - 5,,,
2,13,Tommy Robredo *,ESP,12,Marc Gicquel,FRA,,6 - 7 (7 - 9),6 - 4,6 - 4,6 - 4,,
2,14,Jiri Vanek,CZE,,Radek Stepanek *,CZE,21,1 - 6,0 - 6,7 - 6 (9 - 7),3 - 6,,
2,15,Lleyton Hewitt *,AUS,25,Mardy Fish,USA,,6 - 4,6 - 3,6 - 2,,,
2,16,Fabrice Santoro,FRA,,David Ferrer *,ESP,5,0 - 6,1 - 6,0 - 6,,,
2,17,James Blake,USA,7,Ernests Gulbis *,LAT,,6 - 7 (2 - 7),6 - 3,5 - 7,3 - 6,,
2,18,Bobby Reynolds,USA,,Nicolas Lapentti *,ECU,,5 - 7,4 - 6,7 - 5,5 - 7,,
2,19,Simone Bolelli *,ITA,,Juan Martin Del Potro,ARG,,3 - 6,7 - 6 (7 - 0),7 - 5,6 - 2,,
2,20,Michael Llodra *,FRA,,Tomas Berdych,CZE,11,6 - 3,4 - 6,5 - 7,6 - 3,6 - 4,
2,21,Eduardo Schwank *,ARG,,Marcel Granollers,ESP,,6 - 7 (5 - 7),6 - 2,6 - 4,6 - 4,,
2,22,Oscar Hernandez,ESP,,Paul-Henri Mathieu *,FRA,18,6 - 2,6 - 1,4 - 6,3 - 6,2 - 6,
2,23,Wayne Odesnik *,USA,,Hyung-Taik Lee,KOR,,6 - 2,4 - 6,6 - 3,6 - 2,,
2,24,Miguel Angel Lopez Jaen,ESP,,Novak Djokovic *,SRB,3,1 - 6,1 - 6,3 - 6,,,
2,25,David Nalbandian,ARG,6,Jeremy Chardy *,FRA,,6 - 3,6 - 4,2 - 6,1 - 6,2 - 6,
2,26,Guillermo Garcia-Lopez,ESP,,Dmitry Tursunov *,RUS,30,6 - 7 (4 - 7),0 - 6,0 - 6,,,
2,27,Nicolas Almagro *,ESP,19,Sebastian Decoud,ARG,,7 - 6 (7 - 2),6 - 2,6 - 1,,,
2,28,Jose Acasuso,ARG,,Andy Murray *,GBR,10,4 - 6,0 - 6,4 - 6,,,
2,29,Mikhail Youzhny *,RUS,15,Maximo Gonzalez,ARG,,6 - 3,6 - 2,6 - 2,,,
2,30,Juan Ignacio Chela,ARG,,Fernando Verdasco *,ESP,22,5 - 7,6 - 4,3 - 6,5 - 7,,
2,31,Jarkko Nieminen *,FIN,26,Martin Vassallo Arguello,ARG,,7 - 5,6 - 1,3 - 6,7 - 6 (7 - 2),,
2,32,Nicolas Devilder,FRA,,Rafael Nadal *,ESP,2,4 - 6,0 - 6,1 - 6,,,
3,1,Roger Federer *,SUI,1,Mario Ancic,CRO,,6 - 3,6 - 4,6 - 2,,,
3,2,Julien Benneteau *,FRA,,Robin Soderling,SWE,,1 - 6,7 - 6 (8 - 6),6 - 0,6 - 1,,
3,3,Stanislas Wawrinka,SUI,9,Fernando Gonzalez *,CHI,24,7 - 5,6 - 2,4 - 6,4 - 6,4 - 6,
3,4,Robby Ginepri *,USA,,Florent Serra,FRA,,6 - 4,6 - 4,6 - 4,,,
3,5,Nikolay Davydenko,RUS,4,Ivan Ljubicic *,CRO,28,6 - 4,6 - 2,3 - 6,2 - 6,4 - 6,
3,6,Jurgen Melzer,AUT,,Gael Monfils *,FRA,,6 - 4,5 - 7,6 - 4,0 - 6,2 - 6,
3,7,Tommy Robredo,ESP,12,Radek Stepanek *,CZE,21,3 - 6,2 - 6,1 - 6,,,
3,8,Lleyton Hewitt,AUS,25,David Ferrer *,ESP,5,2 - 6,6 - 3,6 - 3,3 - 6,4 - 6,
3,9,Ernests Gulbis *,LAT,,Nicolas Lapentti,ECU,,6 - 3,7 - 5,6 - 2,,,
3,10,Simone Bolelli,ITA,,Michael Llodra *,FRA,,6 - 7 (2 - 7),4 - 6,6 - 7 (5 - 7),,,
3,11,Eduardo Schwank,ARG,,Paul-Henri Mathieu *,FRA,18,2 - 6,3 - 6,6 - 3,6 - 7 (9 - 11),,
3,12,Wayne Odesnik,USA,,Novak Djokovic *,SRB,3,5 - 7,4 - 6,2 - 6,,,
3,13,Jeremy Chardy *,FRA,,Dmitry Tursunov,RUS,30,7 - 6 (7 - 1),6 - 3,6 - 4,,,
3,14,Nicolas Almagro *,ESP,19,Andy Murray,GBR,10,6 - 3,6 - 7 (3 - 7),6 - 3,7 - 5,,
3,15,Mikhail Youzhny,RUS,15,Fernando Verdasco *,ESP,22,6 - 7 (5 - 7),7 - 5,5 - 7,1 - 6,,
3,16,Jarkko Nieminen,FIN,26,Rafael Nadal *,ESP,2,1 - 6,3 - 6,1 - 6,,,
4,1,Roger Federer *,SUI,1,Julien Benneteau,FRA,,6 - 4,7 - 5,7 - 5,,,
4,2,Fernando Gonzalez *,CHI,24,Robby Ginepri,USA,,7 - 6 (7 - 4),6 - 3,6 - 1,,,
4,3,Ivan Ljubicic,CRO,28,Gael Monfils *,FRA,,6 - 7 (1 - 7),6 - 4,3 - 6,2 - 6,,
4,4,Radek Stepanek,CZE,21,David Ferrer *,ESP,5,6 - 4,2 - 6,6 - 1,3 - 6,3 - 6,
4,5,Ernests Gulbis *,LAT,,Michael Llodra,FRA,,6 - 4,7 - 6 (7 - 4),6 - 3,,,
4,6,Paul-Henri Mathieu,FRA,18,Novak Djokovic *,SRB,3,4 - 6,3 - 6,4 - 6,,,
4,7,Jeremy Chardy,FRA,,Nicolas Almagro *,ESP,19,6 - 7 (0 - 7),6 - 7 (7 - 9),5 - 7,,,
4,8,Fernando Verdasco,ESP,22,Rafael Nadal *,ESP,2,1 - 6,0 - 6,2 - 6,,,
5,1,Roger Federer *,SUI,1,Fernando Gonzalez,CHI,24,2 - 6,6 - 2,6 - 3,6 - 4,,
5,2,Gael Monfils *,FRA,,David Ferrer,ESP,5,6 - 3,3 - 6,6 - 3,6 - 1,,
5,3,Ernests Gulbis,LAT,,Novak Djokovic *,SRB,3,5 - 7,6 - 7 (3 - 7),5 - 7,,,
5,4,Nicolas Almagro,ESP,19,Rafael Nadal *,ESP,2,1 - 6,1 - 6,1 - 6,,,
6,1,Roger Federer *,SUI,1,Gael Monfils,FRA,,6 - 2,5 - 7,6 - 3,7 - 5,,
6,2,Novak Djokovic,SRB,3,Rafael Nadal *,ESP,2,4 - 6,2 - 6,6 - 7 (3 - 7),,,
7,1,Roger Federer,SUI,1,Rafael Nadal *,ESP,2,1 - 6,3 - 6,0 - 6,,,
