Round,Match,Player 1,P1 Country,P1 Seed,Player 2,P2 Country,P2 Seed,Set 1,Set 2,Set 3,Set 4,Set 5,Notes
1,1,Roger Federer *,SUI,1,Igor Andreev,RUS,,4 - 6,6 - 2,7 - 6 (7 - 2),6 - 0,,
1,2,Juan Ignacio Chela,ARG,,Victor Hanescu *,ROU,,4 - 6,3 - 6,6 - 7 (2 - 7),,,
1,3,Stephane Robert *,FRA,,Potito Starace,ITA,,6 - 3,7 - 6 (7 - 2),7 - 6 (7 - 4),,,
1,4,Oscar Hernandez,ESP,,Albert Montanes *,ESP,31,6 - 7 (5 - 7),2 - 2,,,,Retired
1,5,Lleyton Hewitt *,AUS,22,Ricardo Hocevar,BRA,,6 - 1,6 - 2,6 - 3,,,
1,6,Christophe Rochus,BEL,,Donald Young *,USA,,6 - 1,5 - 7,2 - 6,4 - 6,,
1,7,Paolo Lorenzi,ITA,,Marcos Baghdatis *,CYP,,2 - 6,4 - 6,4 - 6,,,
1,8,Frederico Gil,POR,,David Ferrer *,ESP,17,0 - 6,0 - 6,0 - 2,,,Retired
1,9,Fernando Verdasco *,ESP,9,Carsten Ball,AUS,,6 - 7 (4 - 7),7 - 6 (7 - 1),7 - 5,6 - 2,,
1,10,Ivan Sergeyev *,UKR,,Dudi Sela,ISR,,6 - 3,7 - 6 (7 - 3),4 - 6,7 - 6 (10 - 8),,
1,11,Rajeev Ram,USA,,Stefan Koubek *,AUT,,6 - 4,3 - 6,7 - 5,1 - 6,3 - 6,
1,12,Ivan Dodig *,CRO,,Juan Carlos Ferrero,ESP,23,2 - 6,1 - 6,6 - 4,6 - 1,6 - 1,
1,13,Juan Monaco *,ARG,30,Ernests Gulbis,LAT,,6 - 3,7 - 6 (7 - 5),6 - 1,,,
1,14,Martin Vassallo Arguello,ARG,,Michael Llodra *,FRA,,3 - 6,5 - 7,4 - 6,,,
1,15,Carlos Moya,ESP,,Illya Marchenko *,UKR,,6 - 7 (2 - 7),5 - 7,3 - 6,,,
1,16,Dieter Kindlmann,GER,,Nikolay Davydenko *,RUS,6,1 - 6,0 - 6,3 - 6,,,
1,17,Novak Djokovic *,SRB,3,Daniel Gimeno-Traver,ESP,,7 - 5,6 - 3,6 - 2,,,
1,18,Marinko Matosevic,AUS,,Marco Chiudinelli *,SUI,,6 - 7 (7 - 9),6 - 7 (3 - 7),6 - 4,3 - 6,,
1,19,Kristof Vliegen,BEL,,Michael Berrer *,GER,,1 - 6,2 - 6,1 - 6,,,
1,20,Denis Istomin *,UZB,,Jeremy Chardy,FRA,32,6 - 2,6 - 2,6 - 0,,,
1,21,Mikhail Youzhny *,RUS,20,Richard Gasquet,FRA,,6 - 7 (9 - 11),4 - 6,7 - 6 (7 - 2),7 - 6 (7 - 4),6 - 4,
1,22,Jan Hajek *,CZE,,Robby Ginepri,USA,,7 - 6 (7 - 2),7 - 5,6 - 1,,,
1,23,Lukasz Kubot *,POL,,Mischa Zverev,GER,,6 - 3,6 - 3,6 - 3,,,
1,24,Santiago Giraldo *,COL,,Tommy Robredo,ESP,16,6 - 4,6 - 2,6 - 2,,,
1,25,Jo-Wilfried Tsonga *,FRA,10,Sergiy Stakhovsky,UKR,,6 - 3,6 - 4,6 - 4,,,
1,26,Fabio Fognini,ITA,,Taylor Dent *,USA,,1 - 6,3 - 6,3 - 6,,,
1,27,Ryan Harrison,USA,,Janko Tipsarevic *,SRB,,2 - 6,4 - 6,6 - 7 (3 - 7),,,
1,28,Simon Greul,GER,,Tommy Haas *,GER,18,7 - 6 (7 - 5),4 - 6,2 - 6,1 - 6,,
1,29,Nicolas Almagro *,ESP,26,Xavier Malisse,BEL,,7 - 6 (14 - 12),6 - 4,2 - 6,4 - 6,8 - 6,
1,30,Benjamin Becker *,GER,,Grega Zemlja,SLO,,7 - 6 (7 - 5),7 - 5,7 - 5,,,
1,31,Alejandro Falla *,COL,,Marcos Daniel,BRA,,7 - 5,6 - 3,6 - 1,,,
1,32,Marcel Granollers *,ESP,,Robin Soderling,SWE,8,5 - 7,2 - 6,6 - 4,6 - 4,6 - 2,
1,33,Andy Roddick *,USA,7,Thiemo de Bakker,NED,,6 - 1,6 - 4,6 - 4,,,
1,34,Teimuraz Gabashvili,RUS,,Thomaz Bellucci *,BRA,,3 - 6,5 - 7,6 - 4,4 - 6,,
1,35,Feliciano Lopez *,ESP,,Pablo Cuevas,URU,,6 - 1,6 - 4,7 - 5,,,
1,36,Rainer Schuettler *,GER,,Sam Querrey,USA,25,6 - 3,2 - 6,6 - 4,6 - 3,,
1,37,Tomas Berdych *,CZE,21,Robin Haase,NED,,6 - 0,6 - 3,6 - 3,,,
1,38,Daniel Brands,GER,,Evgeny Korolev *,KAZ,,2 - 6,5 - 7,5 - 7,,,
1,39,Sebastien Grosjean,FRA,,Marsel Ilhan *,TUR,,4 - 6,3 - 6,5 - 7,,,
1,40,Olivier Rochus,BEL,,Fernando Gonzalez *,CHI,11,3 - 6,4 - 6,6 - 3,1 - 6,,
1,41,Marin Cilic *,CRO,14,Fabrice Santoro,FRA,,7 - 5,7 - 5,6 - 3,,,
1,42,Guillaume Rufin,FRA,,Bernard Tomic *,AUS,,3 - 6,4 - 6,4 - 6,,,
1,43,Igor Kunitsyn *,RUS,,Jose Acasuso,ARG,,6 - 1,2 - 6,6 - 4,6 - 2,,
1,44,Guillermo Garcia-Lopez,ESP,,Stanislas Wawrinka *,SUI,19,3 - 6,3 - 6,2 - 6,,,
1,45,Viktor Troicki *,SRB,29,Nicolas Lapentti,ECU,,4 - 6,6 - 3,6 - 1,6 - 3,,
1,46,Philipp Petzschner,GER,,Florian Mayer *,GER,,6 - 0,6 - 2,4 - 6,2 - 6,2 - 6,
1,47,James Blake *,USA,,Arnaud Clement,FRA,,7 - 5,7 - 5,6 - 2,,,
1,48,Michael Russell,USA,,Juan Martin Del Potro *,ARG,4,4 - 6,4 - 6,6 - 3,2 - 6,,
1,49,Andy Murray *,GBR,5,Kevin Anderson,RSA,,6 - 1,6 - 1,6 - 2,,,
1,50,Marc Gicquel *,FRA,,Simone Bolelli,ITA,,7 - 6 (7 - 2),7 - 6 (7 - 3),6 - 3,,,
1,51,Jarkko Nieminen *,FIN,,Nick Lindahl,AUS,,6 - 2,7 - 5,6 - 4,,,
1,52,Florent Serra *,FRA,,Jurgen Melzer,AUT,28,6 - 1,6 - 7 (3 - 7),6 - 4,4 - 6,6 - 3,
1,53,John Isner *,USA,33,Andreas Seppi,ITA,,6 - 3,6 - 3,3 - 6,5 - 7,6 - 4,
1,54,Louk Sorensen *,IRL,,Yen-Hsun Lu,TPE,,6 - 4,3 - 6,6 - 2,6 - 1,,
1,55,Daniel Koellerer,AUT,,Antonio Veic *,CRO,,4 - 6,6 - 3,7 - 6 (7 - 3),1 - 6,4 - 6,
