Round,Match,Player 1,P1 Country,P1 Seed,Player 2,P2 Country,P2 Seed,Set 1,Set 2,Set 3,Set 4,Set 5,Notes
1,1,Roger Federer *,SUI,1,Dominik Hrbaty,SVK,,6 - 3,6 - 2,6 - 2,,,
1,2,Robin Soderling *,SWE,,Kevin Kim,USA,,7 - 5,0 - 6,6 - 3,6 - 4,,
1,3,Marc Gicquel *,FRA,,Kei Nishikori,JPN,,4 - 6,7 - 5,,,,Retired
1,4,Chris Guccione,AUS,,Ilia Bozoljac *,SRB,,6 - 3,4 - 6,4 - 6,3 - 6,,
1,5,Lleyton Hewitt *,AUS,20,Robin Haase,NED,,6 - 7 (4 - 7),6 - 3,6 - 3,6 - 7 (1 - 7),6 - 2,
1,6,Albert Montanes *,ESP,,Carlos Berlocq,ARG,,6 - 3,7 - 6 (7 - 2),6 - 4,,,
1,7,Alex Bogdanovic,GBR,,Simone Bolelli *,ITA,,6 - 7 (4 - 7),6 - 4,3 - 6,6 - 7 (4 - 7),,
1,8,Robby Ginepri,USA,,Fernando Gonzalez *,CHI,15,6 - 7 (3 - 7),5 - 7,5 - 7,,,
1,9,Tomas Berdych *,CZE,11,Evgeny Korolev,RUS,,4 - 6,6 - 1,6 - 4,3 - 6,7 - 5,
1,10,Victor Hanescu *,ROU,,Alejandro Falla,COL,,6 - 3,6 - 7 (2 - 7),6 - 0,6 - 4,,
1,11,Dudi Sela,ISR,,Olivier Rochus *,BEL,,4 - 6,5 - 7,4 - 6,,,
1,12,Philipp Kohlschreiber,GER,,Fernando Verdasco *,ESP,22,4 - 6,3 - 6,2 - 6,,,
1,13,Michael Llodra,FRA,32,Mario Ancic *,CRO,,4 - 6,6 - 7 (7 - 9),0 - 2,,,Retired
1,14,Hyung-Taik Lee,KOR,,Philipp Petzschner *,GER,,7 - 6 (7 - 4),1 - 6,4 - 6,,,Retired
1,15,Igor Andreev *,RUS,,Jiri Vanek,CZE,,6 - 7 (6 - 8),7 - 6 (7 - 2),6 - 2,6 - 2,,
1,16,Sergiy Stakhovsky,UKR,,David Ferrer *,ESP,5,6 - 7 (6 - 8),3 - 6,3 - 1,,,Retired
1,17,Novak Djokovic *,SRB,3,Michael Berrer,GER,,7 - 5,2 - 6,6 - 3,6 - 0,,
1,18,Marat Safin *,RUS,,Fabio Fognini,ITA,,6 - 1,6 - 2,7 - 6 (7 - 3),,,
1,19,Florent Serra *,FRA,,Yen-Hsun Lu,TPE,,6 - 4,6 - 4,6 - 7 (3 - 7),6 - 3,,
1,20,Tobias Kamke,GER,,Andreas Seppi *,ITA,29,7 - 5,3 - 6,2 - 6,4 - 6,,
1,21,Juan Carlos Ferrero *,ESP,21,Sam Querrey,USA,,2 - 6,6 - 4,6 - 4,6 - 4,,
1,22,Alexander Peya,AUT,,Mischa Zverev *,GER,,3 - 6,4 - 6,4 - 6,,,
1,23,Juan Martin Del Potro *,ARG,,Pavel Snobel,CZE,,6 - 4,6 - 2,6 - 3,,,
1,24,Marcos Daniel,BRA,,Stanislas Wawrinka *,SUI,13,3 - 6,2 - 6,5 - 7,,,
1,25,Marcos Baghdatis *,CYP,10,Steve Darcis,BEL,,6 - 3,6 - 2,6 - 7 (5 - 7),6 - 3,,
1,26,Thomas Johansson *,SWE,,Vincent Spadea,USA,,6 - 7 (8 - 10),6 - 7 (5 - 7),6 - 3,6 - 4,6 - 3,
1,27,Thomaz Bellucci *,BRA,,Igor Kunitsyn,RUS,,7 - 6 (7 - 5),7 - 6 (7 - 5),3 - 6,6 - 2,,
1,28,Simon Stadler *,GER,,Ivo Karlovic,CRO,18,4 - 6,7 - 6 (7 - 4),6 - 3,7 - 5,,
1,29,Feliciano Lopez *,ESP,31,Brian Dabul,ARG,,7 - 6 (7 - 1),3 - 6,6 - 3,6 - 4,,
1,30,Roko Karanusic *,CRO,,Luis Horna,PER,,7 - 6 (7 - 4),6 - 3,6 - 1,,,
1,31,Filippo Volandri,ITA,,Bobby Reynolds *,USA,,2 - 6,2 - 6,,,,Retired
1,32,Frank Dancevic *,CAN,,David Nalbandian,ARG,7,6 - 4,6 - 2,6 - 4,,,
1,33,Andy Roddick *,USA,6,Eduardo Schwank,ARG,,7 - 5,6 - 4,7 - 6 (7 - 0),,,
1,34,Janko Tipsarevic *,SRB,,Thierry Ascione,FRA,,7 - 6 (7 - 4),6 - 4,6 - 2,,,
1,35,Boris Pashanski,SRB,,Chris Eaton *,GBR,,3 - 6,6 - 7 (6 - 8),4 - 6,,,
1,36,Nicolas Mahut,FRA,,Dmitry Tursunov *,RUS,25,4 - 6,7 - 6 (10 - 8),6 - 7 (7 - 9),6 - 3,5 - 7,
1,37,Nicolas Almagro *,ESP,19,Marcel Granollers-Pujol,ESP,,4 - 6,6 - 3,7 - 5,6 - 2,,
1,38,Guillermo Garcia-Lopez *,ESP,,Izak Van der Merwe,RSA,,7 - 5,6 - 2,6 - 2,,,
1,39,Santiago Ventura,ESP,,Rainer Schuettler *,GER,,3 - 6,2 - 6,4 - 6,,,
1,40,Christophe Rochus,BEL,,James Blake *,USA,9,6 - 3,3 - 6,1 - 6,4 - 6,,
1,41,Paul-Henri Mathieu *,FRA,14,Oscar Hernandez,ESP,,3 - 6,6 - 2,6 - 0,6 - 2,,
1,42,Jeremy Chardy *,FRA,,Frederico Gil,POR,,7 - 5,6 - 7 (1 - 7),4 - 6,6 - 4,6 - 3,
1,43,Edouard Roger-Vasselin,FRA,,Marin Cilic *,CRO,,4 - 6,3 - 6,6 - 7 (4 - 7),,,
1,44,Wayne Odesnik,USA,,Jarkko Nieminen *,FIN,24,3 - 6,,,,,Retired
1,45,Ivan Ljubicic,CRO,26,Jurgen Melzer *,AUT,,4 - 6,6 - 7 (7 - 9),6 - 4,6 - 2,3 - 6,
1,46,Jesse Levine *,USA,,Donald Young,USA,,4 - 6,6 - 2,6 - 3,6 - 4,,
1,47,Jonas Bjorkman,SWE,,Arnaud Clement *,FRA,,6 - 4,6 - 7 (4 - 7),4 - 6,6 - 7 (4 - 7),,
1,48,Benjamin Becker *,GER,,Nikolay Davydenko,RUS,4,6 - 4,6 - 4,6 - 4,,,
1,49,Richard Gasquet *,FRA,8,Mardy Fish,USA,,6 - 3,6 - 4,6 - 2,,,
1,50,Sebastien Grosjean *,FRA,,Potito Starace,ITA,,6 - 2,7 - 5,6 - 1,,,
1,51,Kevin Anderson,RSA,,Agustin Calleri *,ARG,,6 - 4,5 - 7,5 - 7,1 - 6,,
1,52,Dawid Olejniczak,POL,,Gilles Simon *,FRA,28,3 - 6,4 - 6,2 - 6,,,
1,53,Tommy Robredo *,ESP,23,Kristof Vliegen,BEL,,6 - 1,6 - 3,6 - 7 (4 - 7),6 - 4,,
1,54,Guillermo Canas,ARG,,Tommy Haas *,GER,,6 - 3,4 - 6,4 - 6,4 - 6,,
1,55,Xavier Malisse *,BEL,,Denis Gremelmayr,GER,,6 - 3,6 - 4,6 - 2,,,
1,56,Fabrice Santoro,FRA,,Andy Murray *,GBR,12,3 - 6,4 - 6,6 - 7 (5 - 7),,,
1,57,Radek Stepanek *,CZE,16,Jan Hernych,CZE,,6 - 3,7 - 5,6 - 0,,,
1,58,Viktor Troicki *,SRB,,Nicolas Lapentti,ECU,,6 - 3,4 - 0,,,,Retired
1,59,Jamie Baker,GBR,,Stefano Galvani *,ITA,,4 - 6,2 - 6,3 - 6,,,
1,60,Sergio Roitman,ARG,,Mikhail Youzhny *,RUS,17,1 - 6,4 - 6,0 - 6,,,
1,61,Nicolas Kiefer *,GER,27,Julien Benneteau,FRA,,6 - 1,7 - 5,6 - 3,,,
