Round,Match,Player 1,P1 Country,P1 Seed,Player 2,P2 Country,P2 Seed,Set 1,Set 2,Set 3,Set 4,Set 5,Notes
1,1,Rafael Nadal *,ESP,1,Christophe Rochus,BEL,,6 - 0,6 - 2,6 - 2,,,
1,2,Florent Serra,FRA,,Roko Karanusic *,CRO,,3 - 6,6 - 1,3 - 6,6 - 3,3 - 6,
1,3,Eduardo Schwank,ARG,,Tommy Haas *,GER,,3 - 6,3 - 6,4 - 6,,,
1,4,Flavio Cipolla *,ITA,,Dmitry Tursunov,RUS,29,4 - 6,6 - 2,7 - 6 (9 - 7),7 - 5,,
1,5,Richard Gasquet *,FRA,24,Diego Junqueira,ARG,,6 - 7 (5 - 7),7 - 6 (7 - 3),6 - 3,6 - 4,,
1,6,Vincent Spadea,USA,,Denis Istomin *,UZB,,2 - 6,5 - 7,4 - 6,,,
1,7,Guillermo Canas *,ARG,,Dieter Kindlmann,GER,,3 - 6,7 - 5,5 - 7,6 - 0,7 - 5,
1,8,Lleyton Hewitt,AUS,,Fernando Gonzalez *,CHI,13,7 - 5,2 - 6,2 - 6,6 - 3,3 - 6,
1,9,Gael Monfils *,FRA,12,Martin Vassallo Arguello,ARG,,6 - 1,6 - 3,7 - 5,,,
1,10,Mikhail Youzhny,RUS,,Stefan Koubek *,AUT,,3 - 6,2 - 6,2 - 6,,,
1,11,Andrey Golubev,KAZ,,Fabio Fognini *,ITA,,6 - 3,6 - 7 (7 - 9),4 - 6,2 - 6,,
1,12,Nicolas Massu,CHI,,Nicolas Almagro *,ESP,17,4 - 6,4 - 6,6 - 3,7 - 5,3 - 6,
1,13,Ivo Karlovic *,CRO,25,Daniel Gimeno-Traver,ESP,,6 - 3,6 - 4,6 - 4,,,
1,14,Wayne Odesnik,USA,,Mario Ancic *,CRO,,5 - 7,4 - 6,6 - 4,2 - 6,,
1,15,Chris Guccione *,AUS,,Nicolas Devilder,FRA,,6 - 4,6 - 2,6 - 4,,,
1,16,Pablo Andujar,ESP,,Gilles Simon *,FRA,6,4 - 6,1 - 6,1 - 6,,,
1,17,Andy Murray *,GBR,4,Andrei Pavel,ROU,,6 - 2,3 - 1,,,,Retired
1,18,Teimuraz Gabashvili,RUS,,Marcel Granollers *,ESP,,4 - 6,6 - 7 (3 - 7),6 - 4,0 - 6,,
1,19,Andreas Beck *,GER,,Colin Ebelthite,AUS,,7 - 5,6 - 1,6 - 0,,,
1,20,Kei Nishikori,JPN,,Jurgen Melzer *,AUT,31,5 - 7,2 - 6,1 - 6,,,
1,21,Radek Stepanek *,CZE,22,Nicolas Lapentti,ECU,,3 - 6,6 - 3,6 - 4,6 - 4,,
1,22,Michael Berrer *,GER,,Carsten Ball,AUS,,6 - 2,6 - 4,6 - 3,,,
1,23,Sergiy Stakhovsky,UKR,,Arnaud Clement *,FRA,,3 - 6,6 - 2,6 - 4,2 - 6,1 - 6,
1,24,Adrian Mannarino,FRA,,Fernando Verdasco *,ESP,14,0 - 6,2 - 6,2 - 6,,,
1,25,James Blake *,USA,9,Frank Dancevic,CAN,,6 - 4,6 - 3,7 - 5,,,
1,26,Sebastien De Chaunac *,FRA,,Steve Darcis,BEL,,2 - 6,6 - 3,0 - 6,6 - 2,6 - 2,
1,27,Albert Montanes,ESP,,Ernests Gulbis *,LAT,,3 - 6,2 - 6,3 - 6,,,
1,28,Peter Polansky,CAN,,Igor Andreev *,RUS,18,7 - 5,6 - 3,4 - 6,3 - 6,4 - 6,
1,29,Rainer Schuettler,GER,30,Dudi Sela *,ISR,,6 - 1,2 - 6,4 - 6,4 - 6,,
1,30,Victor Hanescu *,ROU,,Jan Hernych,CZE,,3 - 6,3 - 6,7 - 6 (9 - 7),7 - 6 (7 - 4),8 - 6,
1,31,Ivan Ljubicic *,CRO,,Igor Kunitsyn,RUS,,4 - 6,7 - 6 (7 - 3),7 - 6 (9 - 7),5 - 7,6 - 3,
1,32,Juan Monaco,ARG,,Jo-Wilfried Tsonga *,FRA,5,4 - 6,4 - 6,0 - 6,,,
1,33,Andy Roddick *,USA,7,Bjorn Rehnquist,SWE,,6 - 0,6 - 2,6 - 2,,,
1,34,Xavier Malisse *,BEL,,Michael Llodra,FRA,,7 - 6 (10 - 8),6 - 1,6 - 1,,,
1,35,Juan Carlos Ferrero,ESP,,Fabrice Santoro *,FRA,,3 - 6,2 - 6,7 - 6 (7 - 5),2 - 6,,
1,36,Sam Querrey,USA,,Philipp Kohlschreiber *,GER,32,6 - 7 (6 - 8),3 - 6,2 - 6,,,
1,37,Tommy Robredo *,ESP,21,Bobby Reynolds,USA,,6 - 2,7 - 5,6 - 1,,,
1,38,Alberto Martin,ESP,,Viktor Troicki *,SRB,,3 - 6,6 - 3,2 - 6,4 - 6,,
1,39,Thomaz Bellucci,BRA,,Yen-Hsun Lu *,TPE,,3 - 6,5 - 7,4 - 6,,,
1,40,Marc Gicquel,FRA,,David Nalbandian *,ARG,10,1 - 6,6 - 4,2 - 6,3 - 6,,
1,41,Robin Soderling *,SWE,16,Robert Kendrick,USA,,5 - 7,6 - 4,6 - 4,7 - 5,,
1,42,Julien Benneteau,FRA,,Marcos Baghdatis *,CYP,,3 - 6,6 - 7 (5 - 7),2 - 6,,,
1,43,Simone Bolelli *,ITA,,Kristof Vliegen,BEL,,7 - 6 (7 - 5),7 - 6 (7 - 3),7 - 5,,,
1,44,Samuel Groth,AUS,,Mardy Fish *,USA,23,7 - 6 (7 - 3),4 - 6,5 - 7,0 - 6,,
1,45,Paul-Henri Mathieu *,FRA,28,Jarkko Nieminen,FIN,,6 - 2,4 - 1,,,,Retired
1,46,Taylor Dent,USA,,Amer Delic *,USA,,4 - 6,6 - 3,6 - 4,3 - 6,4 - 6,
