Round,Match,Player 1,P1 Country,P1 Seed,Player 2,P2 Country,P2 Seed,Set 1,Set 2,Set 3,Set 4,Set 5,Notes
1,1,Novak Djokovic *,SRB,1,Ricardas Berankis,LTU,,6 - 1,6 - 2,6 - 2,,,
1,2,Benjamin Becker *,GER,,Lukas Rosol,CZE,,6 - 3,3 - 6,6 - 3,6 - 4,,
1,3,Lukasz Kubot,POL,,Jarkko Nieminen *,FIN,,5 - 7,5 - 7,2 - 6,,,
1,4,Joao Sousa *,POR,,Grigor Dimitrov,BUL,25,3 - 6,6 - 3,6 - 4,5 - 7,6 - 2,
1,5,Benoit Paire,FRA,24,Alex Bogomolov Jr. *,RUS,,5 - 7,6 - 2,4 - 6,7 - 5,6 - 7 (5 - 7),
1,6,Tim Smyczek *,USA,,James Duckworth,AUS,,3 - 6,6 - 2,6 - 4,6 - 1,,
1,7,Jurgen Zopp,EST,,Marcel Granollers *,ESP,,1 - 6,6 - 3,6 - 1,3 - 6,4 - 6,
1,8,Rajeev Ram *,USA,,Fabio Fognini,ITA,16,6 - 1,6 - 2,6 - 2,,,
1,9,Tommy Haas *,GER,12,Paul-Henri Mathieu,FRA,,6 - 4,6 - 4,6 - 1,,,
1,10,Yen-Hsun Lu *,TPE,,Daniel Gimeno-Traver,ESP,,6 - 4,7 - 6 (7 - 5),6 - 3,,,
1,11,David Goffin,BEL,,Alexandr Dolgopolov *,UKR,,2 - 6,4 - 6,4 - 6,,,
1,12,Nicolas Mahut,FRA,,Mikhail Youzhny *,RUS,21,4 - 6,4 - 6,6 - 7 (4 - 7),,,
1,13,Jurgen Melzer,AUT,29,Evgeny Donskoy *,RUS,,5 - 7,3 - 6,6 - 7 (3 - 7),,,
1,14,Igor Sijsling,NED,,Peter Gojowczyk *,GER,,6 - 7 (7 - 9),6 - 2,4 - 6,1 - 6,,
1,15,Lleyton Hewitt *,AUS,,Brian Baker,USA,,6 - 3,4 - 6,6 - 3,6 - 4,,
1,16,Guillermo Garcia-Lopez,ESP,,Juan Martin Del Potro *,ARG,6,3 - 6,7 - 6 (7 - 5),4 - 6,6 - 7 (7 - 9),,
1,17,Andy Murray *,GBR,3,Michael Llodra,FRA,,6 - 2,6 - 4,6 - 3,,,
1,18,Victor Hanescu,ROU,,Leonardo Mayer *,ARG,,6 - 7 (4 - 7),4 - 6,6 - 3,6 - 7 (4 - 7),,
1,19,Donald Young *,USA,,Martin Klizan,SVK,,6 - 1,6 - 0,6 - 1,,,
1,20,Florian Mayer *,GER,,Juan Monaco,ARG,28,6 - 4,6 - 2,3 - 0,,,Retired
1,21,Andreas Seppi *,ITA,20,Xavier Malisse,BEL,,6 - 3,3 - 6,7 - 5,7 - 5,,
1,22,Lukas Lacko,SVK,,Somdev Devvarman *,IND,,6 - 4,1 - 6,2 - 6,6 - 4,4 - 6,
1,23,Tobias Kamke *,GER,,Steve Johnson,USA,,6 - 7 (4 - 7),6 - 4,7 - 6 (9 - 7),6 - 2,,
1,24,Denis Istomin *,UZB,,Nicolas Almagro,ESP,15,6 - 3,6 - 1,4 - 6,6 - 3,,
1,25,Stanislas Wawrinka *,SUI,9,Radek Stepanek,CZE,,7 - 6 (7 - 2),6 - 3,6 - 2,,,
1,26,James Blake,USA,,Ivo Karlovic *,CRO,,7 - 6 (7 - 2),6 - 3,4 - 6,6 - 7 (2 - 7),6 - 7 (2 - 7),
1,27,Marcos Baghdatis *,CYP,,Go Soeda,JPN,,6 - 4,6 - 3,6 - 1,,,
1,28,Daniel Brands,GER,,Kevin Anderson *,RSA,17,5 - 7,6 - 4,2 - 6,3 - 6,,
1,29,Julien Benneteau *,FRA,31,Michal Przysiezny,POL,,6 - 4,5 - 7,6 - 4,6 - 4,,
1,30,Sergiy Stakhovsky,UKR,,Jeremy Chardy *,FRA,,4 - 6,6 - 4,2 - 6,6 - 4,4 - 6,
1,31,Jiri Vesely,CZE,,Denis Kudla *,USA,,2 - 6,2 - 6,7 - 6 (8 - 6),5 - 7,,
1,32,Paolo Lorenzi,ITA,,Tomas Berdych *,CZE,5,1 - 6,4 - 6,1 - 6,,,
1,33,Richard Gasquet *,FRA,8,Michael Russell,USA,,6 - 3,6 - 4,6 - 2,,,
1,34,Stephane Robert *,FRA,,Albano Olivetti,FRA,,6 - 3,6 - 3,6 - 4,,,
1,35,Jan-Lennard Struff,GER,,Guillaume Rufin *,FRA,,6 - 7 (4 - 7),3 - 6,6 - 2,6 - 2,1 - 6,
1,36,Aljaz Bedene,SLO,,Dmitry Tursunov *,RUS,32,5 - 7,6 - 4,3 - 6,0 - 6,,
1,37,Feliciano Lopez *,ESP,23,Florent Serra,FRA,,6 - 7 (4 - 7),6 - 2,6 - 3,6 - 3,,
1,38,Kenny De Schepper,FRA,,Bradley Klahn *,USA,,7 - 6 (7 - 5),2 - 6,6 - 7 (0 - 7),6 - 7 (4 - 7),,
1,39,Pablo Andujar *,ESP,,Thiemo de Bakker,NED,,6 - 4,6 - 4,6 - 4,,,
1,40,Thomas Fabbiano,ITA,,Milos Raonic *,CAN,10,3 - 6,6 - 7 (6 - 8),3 - 6,,,
1,41,Jerzy Janowicz,POL,14,Maximo Gonzalez *,ARG,,4 - 6,4 - 6,2 - 6,,,
1,42,Jack Sock *,USA,,Philipp Petzschner,GER,,7 - 6 (7 - 2),3 - 6,5 - 2,,,Retired
1,43,Andrey Kuznetsov,RUS,,Dudi Sela *,ISR,,6 - 7 (2 - 7),3 - 6,7 - 6 (7 - 2),7 - 5,4 - 6,
1,44,Pablo Cuevas,URU,,Janko Tipsarevic *,SRB,18,3 - 6,7 - 6 (7 - 5),3 - 6,,,Retired
1,45,Ernests Gulbis,LAT,30,Andreas Haider-Maurer *,AUT,,6 - 3,3 - 6,6 - 1,6 - 7 (4 - 7),4 - 6,
1,46,Mikhail Kukushkin *,KAZ,,Andrej Martin,SVK,,6 - 4,7 - 6 (7 - 2),7 - 5,,,
1,47,Roberto Bautista Agut *,ESP,,Thomaz Bellucci,BRA,,6 - 3,6 - 2,6 - 2,,,
1,48,Nick Kyrgios,AUS,,David Ferrer *,ESP,4,5 - 7,3 - 6,2 - 6,,,
1,49,Roger Federer *,SUI,7,Grega Zemlja,SLO,,6 - 3,6 - 2,7 - 5,,,
1,50,Santiago Giraldo,COL,,Carlos Berlocq *,ARG,,3 - 6,6 - 3,7 - 6 (8 - 6),4 - 6,2 - 6,
1,51,Horacio Zeballos,ARG,,Adrian Mannarino *,FRA,,6 - 4,4 - 6,2 - 6,1 - 6,,
1,52,Guido Pella,ARG,,Sam Querrey *,USA,26,6 - 7 (3 - 7),6 - 4,1 - 6,2 - 6,,
1,53,Tommy Robredo *,ESP,19,Marinko Matosevic,AUS,,6 - 3,6 - 7 (6 - 8),6 - 3,6 - 2,,
1,54,Robin Haase,NED,,Frank Dancevic *,CAN,,6 - 7 (5 - 7),6 - 3,5 - 7,6 - 7 (3 - 7),,
1,55,Albert Ramos,ESP,,Bernard Tomic *,AUS,,3 - 6,6 - 3,6 - 4,6 - 7 (1 - 7),3 - 6,
1,56,Daniel Evans *,GBR,,Kei Nishikori,JPN,11,6 - 4,6 - 4,6 - 2,,,
1,57,John Isner *,USA,13,Filippo Volandri,ITA,,6 - 0,6 - 2,6 - 3,,,
1,58,Adrian Ungur,ROU,,Gael Monfils *,FRA,,1 - 6,2 - 6,0 - 6,,,
1,59,Albert Montanes,ESP,,Edouard Roger-Vasselin *,FRA,,3 - 6,2 - 6,4 - 6,,,
1,60,Collin Altamirano,USA,,Philipp Kohlschreiber *,GER,22,1 - 6,3 - 6,1 - 6,,,
1,61,Fernando Verdasco,ESP,27,Ivan Dodig *,CRO,,3 - 6,5 - 7,6 - 1,6 - 4,3 - 6,
1,62,Rhyne Williams,USA,,Nikolay Davydenko *,RUS,,3 - 6,6 - 4,6 - 1,5 - 7,0 - 6,
1,63,Rogerio Dutra Silva *,BRA,,Vasek Pospisil,CAN,,4 - 6,3 - 6,7 - 6 (11 - 9),6 - 2,7 - 6 (12 - 10),
1,64,Ryan Harrison,USA,,Rafael Nadal *,ESP,2,4 - 6,2 - 6,2 - 6,,,
2,1,Novak Djokovic *,SRB,1,Benjamin Becker,GER,,7 - 6 (7 - 2),6 - 2,6 - 2,,,
2,2,Jarkko Nieminen,FIN,,Joao Sousa *,POR,,6 - 1,3 - 6,6 - 3,3 - 6,4 - 6,
2,3,Alex Bogomolov Jr.,RUS,,Tim Smyczek *,USA,,6 - 3,6 - 7 (6 - 8),6 - 2,4 - 6,4 - 6,
2,4,Marcel Granollers *,ESP,,Rajeev Ram,USA,,3 - 6,4 - 6,6 - 2,6 - 3,7 - 5,
2,5,Tommy Haas *,GER,12,Yen-Hsun Lu,TPE,,6 - 3,6 - 4,7 - 6 (7 - 3),,,
2,6,Alexandr Dolgopolov,UKR,,Mikhail Youzhny *,RUS,21,5 - 7,1 - 6,3 - 6,,,
2,7,Evgeny Donskoy *,RUS,,Peter Gojowczyk,GER,,6 - 3,6 - 4,3 - 6,4 - 6,6 - 3,
2,8,Lleyton Hewitt *,AUS,,Juan Martin Del Potro,ARG,6,6 - 4,5 - 7,3 - 6,7 - 6 (7 - 2),6 - 1,
2,9,Andy Murray *,GBR,3,Leonardo Mayer,ARG,,7 - 5,6 - 1,3 - 6,6 - 1,,
2,10,Donald Young,USA,,Florian Mayer *,GER,,5 - 7,3 - 6,4 - 6,,,
2,11,Andreas Seppi *,ITA,20,Somdev Devvarman,IND,,7 - 6 (10 - 8),6 - 4,7 - 5,,,
2,12,Tobias Kamke,GER,,Denis Istomin *,UZB,,4 - 6,2 - 6,2 - 6,,,
2,13,Stanislas Wawrinka *,SUI,9,Ivo Karlovic,CRO,,7 - 5,7 - 6 (10 - 8),6 - 4,,,
2,14,Marcos Baghdatis *,CYP,,Kevin Anderson,RSA,17,6 - 2,6 - 2,6 - 2,,,
2,15,Julien Benneteau *,FRA,31,Jeremy Chardy,FRA,,6 - 4,6 - 3,6 - 4,,,
2,16,Denis Kudla,USA,,Tomas Berdych *,CZE,5,6 - 7 (3 - 7),6 - 7 (3 - 7),3 - 6,,,
2,17,Richard Gasquet *,FRA,8,Stephane Robert,FRA,,6 - 3,7 - 5,7 - 5,,,
2,18,Guillaume Rufin,FRA,,Dmitry Tursunov *,RUS,32,6 - 7 (4 - 7),1 - 1,,,,Retired
2,19,Feliciano Lopez *,ESP,23,Bradley Klahn,USA,,6 - 4,7 - 6 (7 - 4),4 - 6,7 - 5,,
2,20,Pablo Andujar,ESP,,Milos Raonic *,CAN,10,1 - 6,2 - 6,4 - 6,,,
2,21,Maximo Gonzalez,ARG,,Jack Sock *,USA,,6 - 7 (3 - 7),6 - 1,5 - 7,2 - 6,,
2,22,Dudi Sela,ISR,,Janko Tipsarevic *,SRB,18,4 - 6,4 - 6,1 - 6,,,
2,23,Andreas Haider-Maurer,AUT,,Mikhail Kukushkin *,KAZ,,4 - 6,4 - 6,5 - 7,,,
2,24,Roberto Bautista Agut,ESP,,David Ferrer *,ESP,4,3 - 6,7 - 6 (7 - 5),1 - 6,2 - 6,,
2,25,Roger Federer *,SUI,7,Carlos Berlocq,ARG,,6 - 3,6 - 2,6 - 1,,,
2,26,Adrian Mannarino *,FRA,,Sam Querrey,USA,26,7 - 6 (7 - 4),7 - 6 (7 - 5),6 - 7 (5 - 7),6 - 4,,
2,27,Tommy Robredo *,ESP,19,Frank Dancevic,CAN,,6 - 4,6 - 4,6 - 1,,,
2,28,Bernard Tomic,AUS,,Daniel Evans *,GBR,,6 - 1,3 - 6,6 - 7 (4 - 7),3 - 6,,
2,29,John Isner *,USA,13,Gael Monfils,FRA,,7 - 5,6 - 2,4 - 6,7 - 6 (7 - 4),,
2,30,Edouard Roger-Vasselin,FRA,,Philipp Kohlschreiber *,GER,22,3 - 6,2 - 6,7 - 5,2 - 6,,
2,31,Ivan Dodig *,CRO,,Nikolay Davydenko,RUS,,6 - 1,6 - 4,6 - 4,,,
2,32,Rogerio Dutra Silva,BRA,,Rafael Nadal *,ESP,2,2 - 6,1 - 6,0 - 6,,,
3,1,Novak Djokovic *,SRB,1,Joao Sousa,POR,,6 - 0,6 - 2,6 - 2,,,
3,2,Tim Smyczek,USA,,Marcel Granollers *,ESP,,4 - 6,6 - 4,6 - 0,3 - 6,5 - 7,
3,3,Tommy Haas,GER,12,Mikhail Youzhny *,RUS,21,3 - 6,2 - 6,6 - 2,3 - 6,,
3,4,Evgeny Donskoy,RUS,,Lleyton Hewitt *,AUS,,3 - 6,6 - 7 (5 - 7),6 - 3,1 - 6,,
3,5,Andy Murray *,GBR,3,Florian Mayer,GER,,7 - 6 (7 - 2),6 - 2,6 - 2,,,
3,6,Andreas Seppi,ITA,20,Denis Istomin *,UZB,,3 - 6,4 - 6,6 - 2,6 - 3,1 - 6,
3,7,Stanislas Wawrinka *,SUI,9,Marcos Baghdatis,CYP,,6 - 3,6 - 2,6 - 7 (1 - 7),7 - 6 (9 - 7),,
3,8,Julien Benneteau,FRA,31,Tomas Berdych *,CZE,5,0 - 6,3 - 6,2 - 6,,,
3,9,Richard Gasquet *,FRA,8,Dmitry Tursunov,RUS,32,6 - 3,2 - 6,6 - 4,4 - 2,,Retired
3,10,Feliciano Lopez,ESP,23,Milos Raonic *,CAN,10,7 - 6 (7 - 4),4 - 6,3 - 6,4 - 6,,
3,11,Jack Sock,USA,,Janko Tipsarevic *,SRB,18,6 - 3,6 - 7 (1 - 7),1 - 6,2 - 6,,
3,12,Mikhail Kukushkin,KAZ,,David Ferrer *,ESP,4,4 - 6,3 - 6,6 - 4,4 - 6,,
3,13,Roger Federer *,SUI,7,Adrian Mannarino,FRA,,6 - 3,6 - 0,6 - 2,,,
3,14,Tommy Robredo *,ESP,19,Daniel Evans,GBR,,7 - 6 (8 - 6),6 - 1,4 - 6,7 - 5,,
3,15,John Isner,USA,13,Philipp Kohlschreiber *,GER,22,4 - 6,6 - 3,5 - 7,6 - 7 (5 - 7),,
3,16,Ivan Dodig,CRO,,Rafael Nadal *,ESP,2,4 - 6,3 - 6,3 - 6,,,
4,1,Novak Djokovic *,SRB,1,Marcel Granollers,ESP,,6 - 3,6 - 0,6 - 0,,,
4,2,Mikhail Youzhny *,RUS,21,Lleyton Hewitt,AUS,,6 - 3,3 - 6,6 - 7 (3 - 7),6 - 4,7 - 5,
4,3,Andy Murray *,GBR,3,Denis Istomin,UZB,,6 - 7 (5 - 7),6 - 1,6 - 4,6 - 4,,
4,4,Stanislas Wawrinka *,SUI,9,Tomas Berdych,CZE,5,3 - 6,6 - 1,7 - 6 (8 - 6),6 - 2,,
