Round,Match,Player 1,P1 Country,P1 Seed,Player 2,P2 Country,P2 Seed,Set 1,Set 2,Set 3,Set 4,Set 5,Notes
2,22,Andrea Hlavackova,CZE,,Vera Zvonareva *,RUS,21,1 - 6,4 - 6,,,,
2,23,Alona Bondarenko *,UKR,28,Varvara Lepchenko,USA,,4 - 6,6 - 4,6 - 3,,,
2,24,Aleksandra Wozniak,CAN,,Jelena Jankovic *,SRB,4,6 - 4,2 - 6,4 - 6,,,
2,25,Vera Dushevina,RUS,,Tsvetana Pironkova *,BUL,,3 - 6,4 - 6,,,,
2,26,Regina Kulikova *,RUS,,Yaroslava Shvedova,KAZ,30,6 - 2,6 - 4,,,,
2,27,Greta Arn *,HUN,,Alicia Molik,AUS,,7 - 5,6 - 4,,,,
2,28,Petra Martic,CRO,,Marion Bartoli *,FRA,11,,,,,,Walkover
2,29,Shahar Peer,ISR,13,Angelique Kerber *,GER,,6 - 3,3 - 6,4 - 6,,,
2,30,Jarmila Groth *,AUS,,Melanie Oudin,USA,33,6 - 4,6 - 3,,,,
2,31,Alisa Kleybanova *,RUS,26,Alla Kudryavtseva,RUS,,6 - 4,6 - 2,,,,
2,32,Ekaterina Makarova,RUS,,Venus Williams *,USA,2,0 - 6,4 - 6,,,,
3,1,Serena Williams *,USA,1,Dominika Cibulkova,SVK,,6 - 0,7 - 5,,,,
3,2,Barbora Zahlavova Strycova,CZE,,Maria Sharapova *,RUS,16,5 - 7,3 - 6,,,,
3,3,Na Li *,CHN,9,Anastasia Rodionova,AUS,,6 - 1,6 - 3,,,,
3,4,Sara Errani,ITA,32,Agnieszka Radwanska *,POL,7,3 - 6,1 - 6,,,,
3,5,Caroline Wozniacki *,DEN,3,Anastasia Pavlyuchenkova,RUS,29,7 - 5,6 - 4,,,,
3,6,Petra Kvitova *,CZE,,Victoria Azarenka,BLR,14,7 - 5,6 - 0,,,,
3,7,Flavia Pennetta,ITA,10,Klara Zakopalova *,CZE,,2 - 6,3 - 6,,,,
3,8,Alexandra Dulgheru,ROU,31,Kaia Kanepi *,EST,,1 - 6,2 - 6,,,,
3,9,Kim Clijsters *,BEL,8,Maria Kirilenko,RUS,27,6 - 3,6 - 3,,,,
3,10,Justine Henin *,BEL,17,Nadia Petrova,RUS,12,6 - 1,6 - 4,,,,
3,11,Yanina Wickmayer,BEL,15,Vera Zvonareva *,RUS,21,4 - 6,2 - 6,,,,
3,12,Alona Bondarenko,UKR,28,Jelena Jankovic *,SRB,4,0 - 6,3 - 6,,,,
3,13,Tsvetana Pironkova *,BUL,,Regina Kulikova,RUS,,6 - 4,2 - 0,,,,Retired
3,14,Greta Arn,HUN,,Marion Bartoli *,FRA,11,3 - 6,4 - 6,,,,
3,15,Angelique Kerber,GER,,Jarmila Groth *,AUS,,3 - 6,5 - 7,,,,
3,16,Alisa Kleybanova,RUS,26,Venus Williams *,USA,2,4 - 6,2 - 6,,,,
4,1,Serena Williams *,USA,1,Maria Sharapova,RUS,16,7 - 6 (11 - 9),6 - 4,,,,
4,2,Na Li *,CHN,9,Agnieszka Radwanska,POL,7,6 - 3,6 - 2,,,,
4,3,Caroline Wozniacki,DEN,3,Petra Kvitova *,CZE,,2 - 6,0 - 6,,,,
4,4,Klara Zakopalova,CZE,,Kaia Kanepi *,EST,,2 - 6,4 - 6,,,,
4,5,Kim Clijsters *,BEL,8,Justine Henin,BEL,17,2 - 6,6 - 2,6 - 3,,,
4,6,Vera Zvonareva *,RUS,21,Jelena Jankovic,SRB,4,6 - 1,3 - 0,,,,Retired
4,7,Tsvetana Pironkova *,BUL,,Marion Bartoli,FRA,11,6 - 4,6 - 4,,,,
4,8,Jarmila Groth,AUS,,Venus Williams *,USA,2,4 - 6,6 - 7 (5 - 7),,,,
5,1,Serena Williams *,USA,1,Na Li,CHN,9,7 - 5,6 - 3,,,,
5,2,Petra Kvitova *,CZE,,Kaia Kanepi,EST,,4 - 6,7 - 6 (10 - 8),8 - 6,,,
5,3,Kim Clijsters,BEL,8,Vera Zvonareva *,RUS,21,6 - 3,4 - 6,2 - 6,,,
5,4,Tsvetana Pironkova *,BUL,,Venus Williams,USA,2,6 - 2,6 - 3,,,,
6,1,Serena Williams *,USA,1,Petra Kvitova,CZE,,7 - 6 (7 - 5),6 - 2,,,,
6,2,Vera Zvonareva *,RUS,21,Tsvetana Pironkova,BUL,,3 - 6,6 - 3,6 - 2,,,
7,1,Serena Williams *,USA,1,Vera Zvonareva,RUS,21,6 - 3,6 - 2,,,,
