Round,Match,Player 1,P1 Country,P1 Seed,Player 2,P2 Country,P2 Seed,Set 1,Set 2,Set 3,Set 4,Set 5,Notes
1,1,Caroline Wozniacki *,DEN,1,Arantxa Parra Santonja,ESP,,6 - 2,6 - 1,,,,
1,2,Sania Mirza,IND,,Virginie Razzano *,FRA,,6 - 7 (4 - 7),6 - 2,3 - 6,,,
1,3,Anastasia Rodionova,AUS,,Andrea Hlavackova *,CZE,,1 - 6,2 - 6,,,,
1,4,Alona Bondarenko,UKR,,Jarmila Gajdosova *,AUS,27,5 - 7,3 - 6,,,,
1,5,Dominika Cibulkova *,SVK,24,Mirjana Lucic,CRO,,3 - 6,6 - 3,8 - 6,,,
1,6,Polona Hercog *,SLO,,Johanna Larsson,SWE,,6 - 7 (3 - 7),6 - 3,6 - 4,,,
1,7,Mathilde Johansson *,FRA,,Heather Watson,GBR,,2 - 6,6 - 4,6 - 4,,,
1,8,Anabel Medina Garrigues,ESP,,Julia Goerges *,GER,16,3 - 6,0 - 6,,,,
1,9,Samantha Stosur,AUS,10,Melinda Czink *,HUN,,3 - 6,4 - 6,,,,
1,10,Anastasiya Yakimova *,BLR,,Sofia Arvidsson,SWE,,4 - 6,6 - 2,6 - 1,,,
1,11,Elena Baltacha *,GBR,,Mona Barthel,GER,,6 - 2,6 - 4,,,,
1,12,Kirsten Flipkens,BEL,,Shuai Peng *,CHN,20,0 - 6,4 - 6,,,,
1,13,Lucie Safarova *,CZE,31,Lucie Hradecka,CZE,,2 - 6,6 - 3,6 - 3,,,
1,14,Klara Zakopalova *,CZE,,Emily Webley-Smith,GBR,,6 - 3,5 - 7,8 - 6,,,
1,15,Angelique Kerber,GER,,Laura Robson *,GBR,,6 - 4,6 - 7 (4 - 7),3 - 6,,,
1,16,Anna Chakvetadze,RUS,,Maria Sharapova *,RUS,5,2 - 6,1 - 6,,,,
1,17,Na Li *,CHN,3,Alla Kudryavtseva,RUS,,6 - 3,6 - 3,,,,
1,18,Sabine Lisicki *,GER,,Anastasija Sevastova,LAT,,6 - 1,6 - 1,,,,
1,19,Jie Zheng *,CHN,,Zuzana Ondraskova,CZE,,7 - 5,6 - 0,,,,
1,20,Misaki Doi *,JPN,,Bethanie Mattek-Sands,USA,30,6 - 4,5 - 7,7 - 5,,,
1,21,Ana Ivanovic *,SRB,18,Melanie Oudin,USA,,6 - 0,6 - 1,,,,
1,22,Coco Vandeweghe,USA,,Eleni Daniilidou *,GRE,,4 - 6,4 - 6,,,,
1,23,Kristina Barrois,GER,,Petra Cetkovska *,CZE,,2 - 6,7 - 5,2 - 6,,,
1,24,Olga Govortsova,BLR,,Agnieszka Radwanska *,POL,13,0 - 6,0 - 3,,,,Retired
1,25,Marion Bartoli *,FRA,9,Kristyna Pliskova,CZE,,6 - 0,6 - 2,,,,
1,26,Lourdes Dominguez Lino *,ESP,,Romina Oprandi,ITA,,6 - 0,6 - 1,,,,
1,27,Evgeniya Rodina *,RUS,,Chanelle Scheepers,RSA,,6 - 3,7 - 5,,,,
1,28,Irina-Camelia Begu,ROU,,Flavia Pennetta *,ITA,21,6 - 7 (3 - 7),6 - 4,2 - 6,,,
1,29,Maria Kirilenko *,RUS,26,Alberta Brianti,ITA,,6 - 2,6 - 1,,,,
1,30,Tamarine Tanasugarn *,THA,,Yaroslava Shvedova,KAZ,,6 - 2,6 - 3,,,,
1,31,Simona Halep *,ROU,,Bojana Jovanovski,SRB,,6 - 1,6 - 2,,,,
1,32,Aravane Rezai,FRA,,Serena Williams *,USA,7,3 - 6,6 - 3,1 - 6,,,
1,33,Francesca Schiavone *,ITA,6,Jelena Dokic,AUS,,6 - 4,1 - 6,6 - 3,,,
1,34,Barbora Zahlavova Strycova *,CZE,,Aleksandra Wozniak,CAN,,7 - 6 (9 - 7),6 - 4,,,,
1,35,Ayumi Morita,JPN,,Tamira Paszek *,AUT,,7 - 5,3 - 6,0 - 6,,,
1,36,Christina McHale *,USA,,Ekaterina Makarova,RUS,28,2 - 6,6 - 1,8 - 6,,,
1,37,Shahar Peer,ISR,22,Ksenia Pervak *,RUS,,7 - 5,4 - 6,4 - 6,,,
1,38,Sorana Cirstea,ROU,,Pauline Parmentier *,FRA,,1 - 6,3 - 6,,,,
1,39,Irina Falconi,USA,,Stephanie Dubois *,CAN,,2 - 6,2 - 6,,,,
1,40,Stephanie Foretz Gacon,FRA,,Andrea Petkovic *,GER,11,3 - 6,4 - 6,,,,
1,41,Anastasia Pavlyuchenkova *,RUS,14,Lesia Tsurenko,UKR,,6 - 4,7 - 6 (7 - 3),,,,
1,42,Vesna Dolonts,RUS,,Nadia Petrova *,RUS,,3 - 6,4 - 6,,,,
1,43,Kateryna Bondarenko *,UKR,,Alize Cornet,FRA,,7 - 5,6 - 2,,,,
1,44,Sara Errani *,ITA,,Kaia Kanepi,EST,17,6 - 1,6 - 4,,,,
1,45,Daniela Hantuchova *,SVK,25,Vitalia Diatchenko,RUS,,4 - 6,7 - 6 (7 - 5),6 - 3,,,
1,46,Kai-Chen Chang,TPE,,Marina Erakovic *,NZL,,4 - 6,2 - 6,,,,
1,47,Sandra Zahlavova,CZE,,Iveta Benesova *,CZE,,6 - 3,3 - 6,6 - 8,,,
1,48,Magdalena Rybarikova,SVK,,Victoria Azarenka *,BLR,4,4 - 6,2 - 3,,,,Retired
1,49,Petra Kvitova *,CZE,8,Alexa Glatch,USA,,6 - 2,6 - 2,,,,
1,50,Naomi Broady,GBR,,Anne Keothavong *,GBR,,2 - 6,4 - 6,,,,
1,51,Rebecca Marino *,CAN,,Patricia Mayr-Achleitner,AUT,,6 - 3,7 - 6 (7 - 5),,,,
1,52,Vera Dushevina,RUS,,Roberta Vinci *,ITA,29,5 - 7,2 - 6,,,,
1,53,Yanina Wickmayer *,BEL,19,Varvara Lepchenko,USA,,7 - 5,6 - 3,,,,
1,54,Anastasia Pivovarova,RUS,,Anna Tatishvili *,GEO,,6 - 3,2 - 6,3 - 6,,,
1,55,Jill Craybas,USA,,Alexandra Dulgheru *,ROU,,2 - 6,4 - 6,,,,
1,56,Shuai Zhang,CHN,,Svetlana Kuznetsova *,RUS,12,6 - 3,3 - 6,4 - 6,,,
1,57,Jelena Jankovic,SRB,15,Maria Jose Martinez Sanchez *,ESP,,7 - 5,4 - 6,3 - 6,,,
1,58,Monica Niculescu *,ROU,,Sybille Bammer,AUT,,6 - 1,6 - 1,,,,
1,59,Katie O'Brien,GBR,,Kimiko Date-Krumm *,JPN,,0 - 6,5 - 7,,,,
1,60,Akgul Amanmuradova,UZB,,Venus Williams *,USA,23,3 - 6,1 - 6,,,,
1,61,Tsvetana Pironkova *,BUL,32,Camila Giorgi,ITA,,6 - 2,6 - 1,,,,
1,62,Vania King,USA,,Petra Martic *,CRO,,7 - 5,2 - 6,2 - 6,,,
1,63,Elena Vesnina *,RUS,,Laura Pous-Tio,ESP,,6 - 4,6 - 3,,,,
1,64,Alison Riske,USA,,Vera Zvonareva *,RUS,2,0 - 6,6 - 3,3 - 6,,,
2,1,Caroline Wozniacki *,DEN,1,Virginie Razzano,FRA,,6 - 1,6 - 3,,,,
2,2,Andrea Hlavackova,CZE,,Jarmila Gajdosova *,AUS,27,6 - 7 (1 - 7),3 - 6,,,,
2,3,Dominika Cibulkova *,SVK,24,Polona Hercog,SLO,,6 - 1,6 - 2,,,,
2,4,Mathilde Johansson,FRA,,Julia Goerges *,GER,16,6 - 7 (10 - 12),2 - 6,,,,
2,5,Melinda Czink *,HUN,,Anastasiya Yakimova,BLR,,7 - 5,6 - 3,,,,
2,6,Elena Baltacha,GBR,,Shuai Peng *,CHN,20,6 - 4,2 - 6,5 - 7,,,
2,7,Lucie Safarova,CZE,31,Klara Zakopalova *,CZE,,0 - 6,7 - 6 (7 - 3),4 - 6,,,
2,8,Laura Robson,GBR,,Maria Sharapova *,RUS,5,6 - 7 (4 - 7),3 - 6,,,,
2,9,Na Li,CHN,3,Sabine Lisicki *,GER,,6 - 3,4 - 6,6 - 8,,,
2,10,Jie Zheng,CHN,,Misaki Doi *,JPN,,3 - 6,1 - 6,,,,
2,11,Ana Ivanovic *,SRB,18,Eleni Daniilidou,GRE,,6 - 3,6 - 0,,,,
2,12,Petra Cetkovska *,CZE,,Agnieszka Radwanska,POL,13,3 - 6,7 - 6 (7 - 5),6 - 4,,,
2,13,Marion Bartoli *,FRA,9,Lourdes Dominguez Lino,ESP,,4 - 6,7 - 5,6 - 2,,,
2,14,Evgeniya Rodina,RUS,,Flavia Pennetta *,ITA,21,4 - 6,2 - 6,,,,
2,15,Maria Kirilenko *,RUS,26,Tamarine Tanasugarn,THA,,7 - 5,7 - 5,,,,
2,16,Simona Halep,ROU,,Serena Williams *,USA,7,6 - 3,2 - 6,1 - 6,,,
2,17,Francesca Schiavone *,ITA,6,Barbora Zahlavova Strycova,CZE,,7 - 5,6 - 3,,,,
2,18,Tamira Paszek *,AUT,,Christina McHale,USA,,6 - 4,6 - 1,,,,
2,19,Ksenia Pervak *,RUS,,Pauline Parmentier,FRA,,6 - 2,1 - 6,6 - 3,,,
2,20,Stephanie Dubois,CAN,,Andrea Petkovic *,GER,11,3 - 6,6 - 4,3 - 6,,,
2,21,Anastasia Pavlyuchenkova,RUS,14,Nadia Petrova *,RUS,,3 - 6,3 - 6,,,,
2,22,Kateryna Bondarenko *,UKR,,Sara Errani,ITA,,6 - 4,5 - 7,6 - 2,,,
2,23,Daniela Hantuchova *,SVK,25,Marina Erakovic,NZL,,6 - 3,6 - 1,,,,
2,24,Iveta Benesova,CZE,,Victoria Azarenka *,BLR,4,0 - 6,3 - 6,,,,
2,25,Petra Kvitova *,CZE,8,Anne Keothavong,GBR,,6 - 2,6 - 1,,,,
2,26,Rebecca Marino,CAN,,Roberta Vinci *,ITA,29,6 - 7 (3 - 7),2 - 6,,,,
2,27,Yanina Wickmayer *,BEL,19,Anna Tatishvili,GEO,,3 - 6,6 - 4,6 - 2,,,
2,28,Alexandra Dulgheru,ROU,,Svetlana Kuznetsova *,RUS,12,0 - 6,2 - 6,,,,
2,29,Maria Jose Martinez Sanchez *,ESP,,Monica Niculescu,ROU,,6 - 3,6 - 0,,,,
2,30,Kimiko Date-Krumm,JPN,,Venus Williams *,USA,23,7 - 6 (8 - 6),3 - 6,6 - 8,,,
2,31,Tsvetana Pironkova *,BUL,32,Petra Martic,CRO,,6 - 1,6 - 4,,,,
2,32,Elena Vesnina,RUS,,Vera Zvonareva *,RUS,2,1 - 6,6 - 7 (5 - 7),,,,
3,1,Caroline Wozniacki *,DEN,1,Jarmila Gajdosova,AUS,27,6 - 3,6 - 2,,,,
3,2,Dominika Cibulkova *,SVK,24,Julia Goerges,GER,16,6 - 4,1 - 6,6 - 3,,,
