Round,Match,Player 1,P1 Country,P1 Seed,Player 2,P2 Country,P2 Seed,Set 1,Set 2,Set 3,Set 4,Set 5,Notes
1,1,Rafael Nadal *,ESP,1,Michael Russell,USA,,6 - 4,6 - 2,6 - 2,,,
1,2,Pablo Andujar,ESP,,Ryan Sweeting *,USA,,6 - 3,6 - 4,1 - 6,6 - 7 (1 - 7),1 - 6,
1,3,Gilles Muller *,LUX,,Tommy Haas,GER,,7 - 6 (7 - 5),7 - 6 (7 - 3),3 - 6,6 - 3,,
1,4,Marc Gicquel,FRA,,Milos Raonic *,CAN,31,3 - 6,6 - 7 (3 - 7),3 - 6,,,
1,5,Juan Martin Del Potro *,ARG,24,Flavio Cipolla,ITA,,6 - 1,6 - 4,6 - 3,,,
1,6,Olivier Rochus *,BEL,,Kenny De Schepper,FRA,,6 - 7 (6 - 8),3 - 6,6 - 3,6 - 1,6 - 4,
1,7,Frederico Gil,POR,,Dudi Sela *,ISR,,4 - 6,1 - 6,4 - 6,,,
1,8,Edouard Roger-Vasselin,FRA,,Gilles Simon *,FRA,15,6 - 4,4 - 6,3 - 6,6 - 7 (3 - 7),,
1,9,Mardy Fish *,USA,10,Marcel Granollers,ESP,,7 - 6 (7 - 3),7 - 6 (7 - 5),6 - 4,,,
1,10,Philipp Kohlschreiber,GER,,Denis Istomin *,UZB,,6 - 4,3 - 6,3 - 6,3 - 6,,
1,11,Robin Haase *,NED,,Pere Riba,ESP,,6 - 4,6 - 4,6 - 4,,,
1,12,Radek Stepanek,CZE,,Fernando Verdasco *,ESP,21,6 - 2,6 - 4,3 - 6,6 - 7 (6 - 8),7 - 9,
1,13,Juan Ignacio Chela *,ARG,25,Marinko Matosevic,AUS,,6 - 4,6 - 4,6 - 7 (6 - 8),6 - 2,,
1,14,Donald Young,USA,,Alex Bogomolov Jr. *,USA,,5 - 7,6 - 4,3 - 6,1 - 6,,
1,15,Ruben Bemelmans,BEL,,Julien Benneteau *,FRA,,4 - 6,2 - 6,6 - 3,6 - 4,1 - 6,
1,16,Filippo Volandri,ITA,,Tomas Berdych *,CZE,6,2 - 6,2 - 6,1 - 6,,,
1,17,Andy Murray *,GBR,4,Daniel Gimeno-Traver,ESP,,4 - 6,6 - 3,6 - 0,6 - 0,,
1,18,Tobias Kamke *,GER,,Blaz Kavcic,SLO,,6 - 3,7 - 6 (7 - 4),5 - 7,6 - 1,,
1,19,Sergiy Stakhovsky *,UKR,,Daniel Cox,GBR,,6 - 2,6 - 4,6 - 4,,,
1,20,Ivan Ljubicic *,CRO,,Marin Cilic,CRO,27,7 - 6 (7 - 2),3 - 6,6 - 3,6 - 4,,
1,21,Richard Gasquet *,FRA,17,Santiago Giraldo,COL,,7 - 5,6 - 3,7 - 6 (7 - 3),,,
1,22,Igor Kunitsyn *,RUS,,Igor Sijsling,NED,,6 - 3,6 - 4,6 - 2,,,
1,23,Martin Fischer,AUT,,Simone Bolelli *,ITA,,5 - 7,4 - 6,4 - 6,,,
1,24,Potito Starace,ITA,,Stanislas Wawrinka *,SUI,14,3 - 6,4 - 6,4 - 6,,,
1,25,Gael Monfils *,FRA,9,Matthias Bachinger,GER,,6 - 4,7 - 6 (7 - 3),6 - 3,,,
1,26,Grega Zemlja *,SLO,,Lukas Lacko,SVK,,6 - 4,3 - 6,7 - 6 (10 - 8),6 - 4,,
1,27,Arnaud Clement,FRA,,Lukasz Kubot *,POL,,4 - 6,2 - 6,6 - 3,7 - 5,4 - 6,
1,28,Ivo Karlovic *,CRO,,Janko Tipsarevic,SRB,23,7 - 5,3 - 1,,,,Retired
1,29,Thomaz Bellucci,BRA,30,Rainer Schuettler *,GER,,6 - 7 (3 - 7),4 - 6,2 - 6,,,
1,30,Feliciano Lopez *,ESP,,Michael Berrer,GER,,6 - 4,7 - 5,6 - 3,,,
1,31,Jaroslav Pospisil,CZE,,Victor Hanescu *,ROU,,4 - 6,3 - 6,2 - 6,,,
1,32,Andreas Beck,GER,,Andy Roddick *,USA,8,4 - 6,6 - 7 (6 - 8),3 - 6,,,
1,33,David Ferrer *,ESP,7,Benoit Paire,FRA,,6 - 4,6 - 4,6 - 4,,,
1,34,Ivan Dodig,CRO,,Ryan Harrison *,USA,,6 - 7 (5 - 7),0 - 6,5 - 7,,,
1,35,Carlos Berlocq,ARG,,Karol Beck *,SVK,,6 - 4,6 - 7 (6 - 8),6 - 4,2 - 6,4 - 6,
1,36,Andrey Golubev,KAZ,,Guillermo Garcia-Lopez *,ESP,26,3 - 6,3 - 6,,,,Retired
1,37,Alexandr Dolgopolov,UKR,22,Fernando Gonzalez *,CHI,,3 - 6,7 - 6 (8 - 6),6 - 7 (3 - 7),4 - 6,,
1,38,Rik De Voest *,RSA,,Ruben Ramirez Hidalgo,ESP,,6 - 2,6 - 3,6 - 2,,,
1,39,Grigor Dimitrov *,BUL,,Cedrik-Marcel Stebe,GER,,7 - 5,7 - 5,7 - 6 (7 - 5),,,
1,40,Go Soeda,JPN,,Jo-Wilfried Tsonga *,FRA,12,3 - 6,6 - 7 (4 - 7),2 - 6,,,
1,41,Nicolas Almagro *,ESP,16,Jarkko Nieminen,FIN,,6 - 7 (5 - 7),6 - 3,6 - 4,6 - 4,,
1,42,John Isner *,USA,,Nicolas Mahut,FRA,,7 - 6 (7 - 4),6 - 2,7 - 6 (8 - 6),,,
1,43,Somdev Devvarman *,IND,,Denis Gremelmayr,GER,,6 - 4,4 - 2,,,,Retired
1,44,Juan Monaco,ARG,,Mikhail Youzhny *,RUS,18,6 - 4,2 - 6,2 - 6,6 - 4,4 - 6,
1,45,David Nalbandian *,ARG,28,Julian Reister,GER,,7 - 5,6 - 2,6 - 3,,,
1,46,Florent Serra,FRA,,Andreas Haider-Maurer *,AUT,,6 - 7 (5 - 7),3 - 6,3 - 6,,,
1,47,Adrian Mannarino *,FRA,,Conor Niland,IRL,,4 - 6,6 - 4,7 - 6 (9 - 7),4 - 6,6 - 4,
1,48,Mikhail Kukushkin,KAZ,,Roger Federer *,SUI,3,6 - 7 (2 - 7),4 - 6,2 - 6,,,
1,49,Robin Soderling *,SWE,5,Philipp Petzschner,GER,,6 - 4,6 - 4,2 - 6,7 - 6 (7 - 5),,
1,50,Kei Nishikori,JPN,,Lleyton Hewitt *,AUS,,1 - 6,6 - 7 (4 - 7),7 - 6 (9 - 7),3 - 6,,
1,51,Igor Andreev *,RUS,,Teymuraz Gabashvili,RUS,,6 - 4,7 - 6 (7 - 5),6 - 7 (4 - 7),4 - 6,6 - 3,
1,52,Bernard Tomic *,AUS,,Nikolay Davydenko,RUS,29,7 - 5,6 - 3,7 - 5,,,
1,53,Florian Mayer *,GER,20,Daniel Evans,GBR,,7 - 6 (7 - 5),7 - 6 (7 - 1),3 - 6,6 - 4,,
1,54,Xavier Malisse *,BEL,,Mischa Zverev,GER,,6 - 2,6 - 3,6 - 2,,,
1,55,Ernests Gulbis,LAT,,Dmitry Tursunov *,RUS,,3 - 6,6 - 3,6 - 7 (12 - 14),6 - 7 (1 - 7),,
1,56,Alejandro Falla,COL,,Jurgen Melzer *,AUT,11,6 - 3,6 - 7 (5 - 7),2 - 6,2 - 6,,
1,57,Viktor Troicki *,SRB,13,Maximo Gonzalez,ARG,,3 - 6,6 - 0,7 - 6 (7 - 3),6 - 3,,
1,58,Yen-Hsun Lu *,TPE,,Tommy Robredo,ESP,,6 - 4,6 - 4,6 - 1,,,
1,59,Ricardo Mello *,BRA,,Frank Dancevic,CAN,,3 - 6,3 - 6,6 - 4,7 - 6 (8 - 6),6 - 2,
1,60,James Ward,GBR,,Michael Llodra *,FRA,19,3 - 6,6 - 7 (4 - 7),3 - 6,,,
1,61,Marcos Baghdatis *,CYP,32,James Blake,USA,,6 - 4,6 - 2,6 - 7 (5 - 7),4 - 6,6 - 4,
1,62,Andreas Seppi *,ITA,,Albert Montanes,ESP,,6 - 4,6 - 4,7 - 5,,,
1,63,Kevin Anderson *,RSA,,Illya Marchenko,UKR,,6 - 7 (5 - 7),7 - 6 (9 - 7),6 - 4,4 - 6,6 - 1,
1,64,Jeremy Chardy,FRA,,Novak Djokovic *,SRB,2,4 - 6,1 - 6,1 - 6,,,
