Round,Match,Player 1,P1 Country,P1 Seed,Player 2,P2 Country,P2 Seed,Set 1,Set 2,Set 3,Set 4,Set 5,Notes
1,1,Rafael Nadal *,ESP,1,Teymuraz Gabashvili,RUS,,7 - 6 (7 - 4),7 - 6 (7 - 4),6 - 3,,,
1,2,Maximo Gonzalez,ARG,,Denis Istomin *,UZB,,5 - 7,5 - 7,1 - 6,,,
1,3,Gilles Simon *,FRA,,Donald Young,USA,,6 - 1,6 - 4,6 - 2,,,
1,4,Tobias Kamke,GER,,Philipp Kohlschreiber *,GER,29,2 - 6,6 - 4,2 - 6,4 - 6,,
1,5,Feliciano Lopez *,ESP,23,Santiago Giraldo,COL,,6 - 4,6 - 4,6 - 4,,,
1,6,Rainer Schuettler,GER,,Benoit Paire *,FRA,,3 - 6,3 - 6,6 - 4,6 - 3,6 - 7 (2 - 7),
1,7,Sergiy Stakhovsky *,UKR,,Peter Luczak,AUS,,6 - 7 (8 - 10),7 - 5,6 - 4,6 - 2,,
1,8,Ryan Harrison *,USA,,Ivan Ljubicic,CRO,15,6 - 3,6 - 7 (4 - 7),6 - 3,6 - 4,,
1,9,David Ferrer *,ESP,10,Alexandr Dolgopolov,UKR,,6 - 2,6 - 2,6 - 3,,,
1,10,Benjamin Becker *,GER,,Daniel Brands,GER,,7 - 6 (7 - 1),7 - 6 (7 - 5),6 - 4,,,
1,11,Jarkko Nieminen,FIN,,Daniel Gimeno-Traver *,ESP,,6 - 7 (1 - 7),4 - 6,3 - 6,,,
1,12,Jeremy Chardy *,FRA,,Ernests Gulbis,LAT,24,6 - 2,7 - 6 (7 - 1),6 - 4,,,
1,13,David Nalbandian *,ARG,31,Rik De Voest,RSA,,7 - 6 (7 - 4),3 - 6,6 - 4,6 - 7 (6 - 8),6 - 4,
1,14,Florent Serra *,FRA,,Florian Mayer,GER,,7 - 5,6 - 2,6 - 0,,,
1,15,Pere Riba,ESP,,Adrian Mannarino *,FRA,,6 - 3,1 - 6,4 - 6,6 - 4,6 - 7 (1 - 7),
1,16,Fabio Fognini,ITA,,Fernando Verdasco *,ESP,8,6 - 1,5 - 7,1 - 6,6 - 4,3 - 6,
1,17,Andy Murray *,GBR,4,Lukas Lacko,SVK,,6 - 3,6 - 2,6 - 2,,,
