Round,Match,Player 1,P1 Country,P1 Seed,Player 2,P2 Country,P2 Seed,Set 1,Set 2,Set 3,Set 4,Set 5,Notes
1,1,Novak Djokovic *,SRB,1,Andrey Golubev,KAZ,,6 - 0,6 - 1,6 - 4,,,
1,2,Radek Stepanek *,CZE,,Pablo Cuevas,URU,,6 - 2,6 - 4,6 - 4,,,
1,3,Konstantin Kravchuk,RUS,,Gilles Simon *,FRA,,2 - 6,6 - 7 (4 - 7),5 - 7,,,
1,4,Robin Haase *,NED,,Vasek Pospisil,CAN,31,7 - 6 (8 - 6),4 - 6,7 - 5,6 - 3,,
1,5,Mikhail Youzhny *,RUS,17,James Ward,GBR,,6 - 2,6 - 2,6 - 1,,,
1,6,Jimmy Wang *,TPE,,Alejandro Gonzalez,COL,,6 - 3,6 - 3,6 - 2,,,
1,7,Bradley Klahn,USA,,Sam Querrey *,USA,,7 - 6 (7 - 5),4 - 6,1 - 6,5 - 7,,
1,8,Jurgen Melzer,AUT,,Jo-Wilfried Tsonga *,FRA,14,1 - 6,6 - 3,6 - 3,2 - 6,4 - 6,
1,9,Ernests Gulbis *,LAT,12,Jurgen Zopp,EST,,7 - 6 (9 - 7),7 - 5,7 - 6 (12 - 10),,,
1,10,Sergiy Stakhovsky *,UKR,,Carlos Berlocq,ARG,,6 - 3,6 - 3,6 - 3,,,
1,11,Jeremy Chardy *,FRA,,Daniel Cox,GBR,,6 - 2,7 - 6 (7 - 3),6 - 7 (6 - 8),6 - 3,,
1,12,Marinko Matosevic *,AUS,,Fernando Verdasco,ESP,18,6 - 4,4 - 6,6 - 4,6 - 2,,
1,13,Marin Cilic *,CRO,26,Paul-Henri Mathieu,FRA,,6 - 4,6 - 7 (2 - 7),6 - 2,6 - 1,,
1,14,Andreas Haider-Maurer *,AUT,,Kyle Edmund,GBR,,6 - 3,7 - 6 (7 - 4),6 - 2,,,
1,15,Bernard Tomic *,AUS,,Evgeny Donskoy,RUS,,6 - 4,6 - 3,6 - 2,,,
1,16,Victor Hanescu,ROU,,Tomas Berdych *,CZE,6,7 - 6 (7 - 5),1 - 6,4 - 6,3 - 6,,
1,17,Andy Murray *,GBR,3,David Goffin,BEL,,6 - 1,6 - 4,7 - 5,,,
1,18,Pablo Andujar,ESP,,Blaz Rola *,SLO,,3 - 6,1 - 6,4 - 6,,,
1,19,Tobias Kamke,GER,,Jan Hernych *,CZE,,3 - 6,7 - 6 (7 - 5),3 - 6,7 - 5,4 - 6,
1,20,Steve Johnson,USA,,Roberto Bautista Agut *,ESP,27,3 - 6,7 - 6 (7 - 3),4 - 6,5 - 7,,
1,21,Kevin Anderson *,RSA,20,Aljaz Bedene,SLO,,6 - 3,7 - 5,6 - 2,,,
1,22,Filippo Volandri,ITA,,Edouard Roger-Vasselin *,FRA,,6 - 7 (1 - 7),2 - 6,4 - 6,,,
1,23,Teymuraz Gabashvili,RUS,,Tim Puetz *,GER,,6 - 2,4 - 6,2 - 6,2 - 6,,
1,24,Alex Kuznetsov,USA,,Fabio Fognini *,ITA,16,6 - 2,6 - 1,4 - 6,1 - 6,7 - 9,
1,25,Grigor Dimitrov *,BUL,11,Ryan Harrison,USA,,7 - 6 (7 - 1),6 - 3,6 - 2,,,
1,26,Luke Saville *,AUS,,Dominic Thiem,AUT,,7 - 5,6 - 4,3 - 6,6 - 4,,
1,27,Donald Young,USA,,Benjamin Becker *,GER,,4 - 6,3 - 6,4 - 6,,,
1,28,Samuel Groth,AUS,,Alexandr Dolgopolov *,UKR,21,5 - 7,6 - 7 (2 - 7),6 - 7 (5 - 7),,,
1,29,Andreas Seppi,ITA,25,Leonardo Mayer *,ARG,,3 - 6,6 - 2,6 - 4,6 - 7 (5 - 7),4 - 6,
1,30,Dustin Brown,GER,,Marcos Baghdatis *,CYP,,4 - 6,5 - 7,6 - 2,6 - 7 (4 - 7),,
1,31,Andrey Kuznetsov *,RUS,,Daniel Evans,GBR,,6 - 1,7 - 5,3 - 6,7 - 6 (7 - 5),,
1,32,Pablo Carreno Busta,ESP,,David Ferrer *,ESP,7,0 - 6,7 - 6 (7 - 3),1 - 6,1 - 6,,
1,33,Stan Wawrinka *,SUI,5,Joao Sousa,POR,,6 - 3,6 - 4,6 - 3,,,
1,34,Yen-Hsun Lu *,TPE,,Aleksandr Nedovyesov,KAZ,,6 - 4,4 - 6,6 - 4,1 - 6,6 - 1,
1,35,Michael Russell,USA,,Julian Reister *,GER,,4 - 6,4 - 6,7 - 6 (7 - 5),6 - 4,5 - 7,
1,36,Denis Istomin *,UZB,,Dmitry Tursunov,RUS,32,7 - 5,6 - 4,3 - 6,6 - 2,,
1,37,Feliciano Lopez *,ESP,19,Yuichi Sugita,JPN,,7 - 6 (8 - 6),7 - 6 (8 - 6),7 - 6 (9 - 7),,,
1,38,Alejandro Falla,COL,,Ante Pavic *,CRO,,4 - 6,3 - 6,5 - 7,,,
1,39,Jarkko Nieminen *,FIN,,Federico Delbonis,ARG,,6 - 3,7 - 6 (7 - 3),7 - 5,,,
1,40,Daniel Smethurst,GBR,,John Isner *,USA,9,5 - 7,3 - 6,4 - 6,,,
1,41,Jerzy Janowicz *,POL,15,Somdev Devvarman,IND,,4 - 6,6 - 3,6 - 3,3 - 6,6 - 3,
1,42,Lleyton Hewitt *,AUS,,Michal Przysiezny,POL,,6 - 2,6 - 7 (14 - 16),6 - 1,6 - 4,,
1,43,Pere Riba,ESP,,Adrian Mannarino *,FRA,,2 - 6,3 - 6,4 - 6,,,
1,44,Lukas Lacko,SVK,,Tommy Robredo *,ESP,23,6 - 7 (5 - 7),6 - 1,2 - 6,4 - 6,,
1,45,Marcel Granollers *,ESP,30,Nicolas Mahut,FRA,,6 - 4,7 - 6 (8 - 6),6 - 7 (7 - 9),6 - 4,,
1,46,Daniel Gimeno-Traver,ESP,,Santiago Giraldo *,COL,,1 - 6,5 - 7,0 - 6,,,
1,47,Gilles Muller *,LUX,,Julien Benneteau,FRA,,6 - 4,7 - 6 (8 - 6),7 - 6 (7 - 5),,,
1,48,Paolo Lorenzi,ITA,,Roger Federer *,SUI,4,1 - 6,1 - 6,3 - 6,,,
1,49,Milos Raonic *,CAN,8,Matthew Ebden,AUS,,6 - 2,6 - 4,6 - 4,,,
1,50,Pierre-Hugues Herbert,FRA,,Jack Sock *,USA,,7 - 6 (7 - 5),2 - 6,6 - 7 (5 - 7),4 - 6,,
1,51,Lukasz Kubot *,POL,,Jan-Lennard Struff,GER,,7 - 6 (8 - 6),6 - 4,6 - 4,,,
1,52,Dusan Lajovic *,SRB,,Guillermo Garcia-Lopez,ESP,28,7 - 6 (7 - 5),6 - 2,3 - 6,3 - 6,6 - 3,
1,53,Philipp Kohlschreiber *,GER,22,Igor Sijsling,NED,,6 - 4,6 - 4,6 - 2,,,
1,54,Tatsuma Ito,JPN,,Simone Bolelli *,ITA,,5 - 7,6 - 7 (3 - 7),6 - 3,6 - 7 (5 - 7),,
1,55,Marsel Ilhan,TUR,,Denis Kudla *,USA,,6 - 7 (3 - 7),4 - 6,6 - 4,5 - 7,,
1,56,Kenny De Schepper,FRA,,Kei Nishikori *,JPN,10,4 - 6,6 - 7 (5 - 7),5 - 7,,,
1,57,Richard Gasquet *,FRA,13,James Duckworth,AUS,,6 - 7 (3 - 7),6 - 3,3 - 6,6 - 0,6 - 1,
1,58,Nick Kyrgios *,AUS,,Stephane Robert,FRA,,7 - 6 (7 - 2),7 - 6 (7 - 1),6 - 7 (6 - 8),6 - 2,,
1,59,Jiri Vesely *,CZE,,Victor Estrella,DOM,,5 - 1,,,,,Retired
1,60,Malek Jaziri,TUN,,Gael Monfils *,FRA,24,6 - 7 (5 - 7),5 - 7,4 - 6,,,
1,61,Ivo Karlovic,CRO,29,Frank Dancevic *,CAN,,4 - 6,6 - 7 (5 - 7),6 - 7 (4 - 7),,,
1,62,Dudi Sela,ISR,,Mikhail Kukushkin *,KAZ,,4 - 6,4 - 6,4 - 6,,,
1,63,Benoit Paire,FRA,,Lukas Rosol *,CZE,,3 - 6,6 - 3,6 - 7 (5 - 7),4 - 6,,
1,64,Martin Klizan,SVK,,Rafael Nadal *,ESP,2,6 - 4,3 - 6,3 - 6,3 - 6,,
2,1,Novak Djokovic *,SRB,1,Radek Stepanek,CZE,,6 - 4,6 - 3,6 - 7 (5 - 7),7 - 6 (7 - 5),,
2,2,Gilles Simon *,FRA,,Robin Haase,NED,,7 - 6 (7 - 1),6 - 4,6 - 4,,,
