Round,Match,Player 1,P1 Country,P1 Seed,Player 2,P2 Country,P2 Seed,Set 1,Set 2,Set 3,Set 4,Set 5,Notes
1,1,Serena Williams *,USA,1,Ashleigh Barty,AUS,,6 - 2,6 - 1,,,,
1,2,Vesna Dolonc *,SRB,,Lara Arruabarrena,ESP,,2 - 6,6 - 2,6 - 4,,,
1,3,Pauline Parmentier,FRA,,Karolina Pliskova *,CZE,,0 - 6,1 - 6,,,,
1,4,Heather Watson,GBR,,Daniela Hantuchova *,SVK,31,5 - 7,6 - 3,3 - 6,,,
1,5,Samantha Stosur *,AUS,17,Klara Zakopalova,CZE,,6 - 3,6 - 4,,,,
1,6,Tsvetana Pironkova *,BUL,,Silvia Soler-Espinosa,ESP,,6 - 3,6 - 2,,,,
1,7,Annika Beck *,GER,,Petra Martic,CRO,,6 - 0,6 - 0,,,,
1,8,Kiki Bertens,NED,,Ana Ivanovic *,SRB,14,4 - 6,4 - 6,,,,
1,9,Roberta Vinci,ITA,12,Jie Zheng *,CHN,,4 - 6,3 - 6,,,,
1,10,P.Mayr-Achleitner,AUT,,Madison Keys *,USA,,2 - 6,7 - 6 (10 - 8),7 - 9,,,
1,11,Casey Dellacqua *,AUS,,Vera Zvonareva,RUS,,6 - 2,6 - 2,,,,
1,12,Laura Robson,GBR,,Kirsten Flipkens *,BEL,18,3 - 6,0 - 6,,,,
1,13,Eugenie Bouchard *,CAN,30,Hao Chen Tang,CHN,,7 - 5,6 - 1,,,,
1,14,Alison Van Uytvanck,BEL,,Virginie Razzano *,FRA,,6 - 7 (3 - 7),6 - 7 (3 - 7),,,,
1,15,Sachia Vickery,USA,,Lauren Davis *,USA,,3 - 6,3 - 6,,,,
1,16,Julia Goerges *,GER,,Sara Errani,ITA,7,6 - 3,6 - 2,,,,
1,17,Na Li *,CHN,4,Ana Konjuh,CRO,,6 - 2,6 - 0,,,,
1,18,Belinda Bencic *,SUI,,Kimiko Date-Krumm,JPN,,6 - 4,4 - 6,6 - 3,,,
1,19,Donna Vekic,CRO,,Lucie Hradecka *,CZE,,3 - 6,1 - 6,,,,
1,20,Julia Glushko,ISR,,Lucie Safarova *,CZE,26,5 - 7,6 - 3,1 - 6,,,
1,21,Ekaterina Makarova *,RUS,22,Venus Williams,USA,,2 - 6,6 - 4,6 - 4,,,
1,22,A.Medina Garrigues,ESP,,Irina Falconi *,USA,,3 - 6,1 - 6,,,,
1,23,Shahar Peer,ISR,,Monica Niculescu *,ROU,,4 - 6,1 - 6,,,,
1,24,Mirjana Lucic-Baroni,CRO,,Sabine Lisicki *,GER,15,2 - 6,1 - 6,,,,
1,25,Angelique Kerber *,GER,9,Jarmila Gajdosova,AUS,,6 - 3,0 - 6,6 - 2,,,
1,26,Caroline Garcia,FRA,,Alla Kudryavtseva *,RUS,,2 - 6,6 - 7 (7 - 9),,,,
1,27,Dinah Pfizenmaier,GER,,Yanina Wickmayer *,BEL,,6 - 7 (5 - 7),3 - 6,,,,
1,28,Alison Riske *,USA,,Elena Vesnina,RUS,23,6 - 2,6 - 2,,,,
1,29,Flavia Pennetta *,ITA,28,Alexandra Cadantu,ROU,,6 - 0,6 - 2,,,,
1,30,Monica Puig *,PUR,,Anna Tatishvili,GEO,,6 - 2,6 - 4,,,,
1,31,Shuai Zhang,CHN,,Mona Barthel *,GER,,6 - 7 (4 - 7),3 - 6,,,,
1,32,Luksika Kumkhum *,THA,,Petra Kvitova,CZE,6,6 - 2,1 - 6,6 - 4,,,
1,33,Jelena Jankovic *,SRB,8,Misaki Doi,JPN,,6 - 1,6 - 2,,,,
1,34,Nadiya Kichenok,UKR,,Ayumi Morita *,JPN,,2 - 6,6 - 7 (5 - 7),,,,
1,35,Kurumi Nara *,JPN,,Shuai Peng,CHN,,7 - 5,4 - 6,6 - 3,,,
1,36,Andrea Petkovic,GER,,Magdalena Rybarikova *,SVK,32,2 - 6,3 - 6,,,,
1,37,Sorana Cirstea,ROU,21,Marina Erakovic *,NZL,,4 - 6,6 - 7 (6 - 8),,,,
1,38,Zarina Diyas *,KAZ,,Katerina Siniakova,CZE,,6 - 2,6 - 4,,,,
1,39,Lesia Tsurenko,UKR,,Varvara Lepchenko *,USA,,6 - 2,3 - 6,4 - 6,,,
1,40,Katarzyna Piter,POL,,Simona Halep *,ROU,11,0 - 6,1 - 6,,,,
1,41,Carla Suarez Navarro *,ESP,16,Vania King,USA,,6 - 3,6 - 2,,,,
1,42,Galina Voskoboeva *,KAZ,,Irina-Camelia Begu,ROU,,7 - 5,4 - 6,7 - 5,,,
1,43,Kristina Mladenovic,FRA,,Stefanie Voegele *,SUI,,5 - 7,5 - 7,,,,
1,44,Francesca Schiavone,ITA,,Dominika Cibulkova *,SVK,20,3 - 6,4 - 6,,,,
1,45,Alize Cornet *,FRA,25,Polona Hercog,SLO,,1 - 0,,,,,Retired
1,46,Camila Giorgi *,ITA,,Storm Sanders,AUS,,4 - 6,6 - 1,6 - 4,,,
1,47,Paula Ormaechea,ARG,,Karin Knapp *,ITA,,4 - 6,2 - 6,,,,
1,48,Bethanie Mattek-Sands,USA,,Maria Sharapova *,RUS,3,3 - 6,4 - 6,,,,
1,49,Agnieszka Radwanska *,POL,5,Yulia Putintseva,KAZ,,6 - 0,5 - 7,6 - 2,,,
1,50,Olga Govortsova *,BLR,,Ying-Ying Duan,CHN,,6 - 0,7 - 6 (8 - 6),,,,
1,51,Carina Witthoeft,GER,,Mandy Minella *,LUX,,1 - 6,4 - 6,,,,
1,52,Teliana Pereira,BRA,,A.Pavlyuchenkova *,RUS,29,6 - 7 (7 - 9),4 - 6,,,,
1,53,Kaia Kanepi,EST,24,Garbine Muguruza *,ESP,,2 - 6,6 - 2,2 - 6,,,
1,54,Timea Babos,HUN,,Anna Schmiedlova *,SVK,,6 - 4,4 - 6,5 - 7,,,
1,55,Christina McHale *,USA,,Yung-Jan Chan,TPE,,7 - 5,6 - 4,,,,
1,56,Lourdes Dominguez Lino,ESP,,Caroline Wozniacki *,DEN,10,0 - 6,2 - 6,,,,
1,57,Sloane Stephens *,USA,13,Yaroslava Shvedova,KAZ,,7 - 6 (7 - 1),6 - 3,,,,
1,58,Tadeja Majeric,SLO,,Ajla Tomljanovic *,CRO,,6 - 3,6 - 7 (1 - 7),4 - 6,,,
1,59,Olivia Rogowska *,AUS,,Mariana Duque-Marino,COL,,6 - 3,6 - 3,,,,
1,60,Elina Svitolina *,UKR,,Svetlana Kuznetsova,RUS,19,6 - 3,6 - 3,,,,
1,61,Bojana Jovanovski *,SRB,33,Jana Cepelova,SVK,,6 - 7 (1 - 7),6 - 1,6 - 3,,,
1,62,Chanelle Scheepers,RSA,,Yvonne Meusburger *,AUT,,6 - 7 (3 - 7),4 - 6,,,,
1,63,Su-Wei Hsieh,TPE,,B.Zahlavova Strycova *,CZE,,1 - 6,6 - 4,1 - 6,,,
1,64,Johanna Larsson,SWE,,Victoria Azarenka *,BLR,2,6 - 7 (2 - 7),2 - 6,,,,
2,1,Serena Williams *,USA,1,Vesna Dolonc,SRB,,6 - 1,6 - 2,,,,
2,2,Karolina Pliskova,CZE,,Daniela Hantuchova *,SVK,31,3 - 6,6 - 3,10 - 12,,,
