Round,Match,Player 1,P1 Country,P1 Seed,Player 2,P2 Country,P2 Seed,Set 1,Set 2,Set 3,Set 4,Set 5,Notes
1,63,Kristof Vliegen,BEL,,Philipp Kohlschreiber *,GER,,7 - 5,3 - 6,2 - 6,4 - 6,,
1,64,Robert Kendrick,USA,,Rafael Nadal *,ESP,2,6 - 7 (6 - 8),3 - 6,2 - 6,,,
2,1,Roger Federer *,SUI,1,Jonas Bjorkman,SWE,,6 - 2,6 - 3,6 - 2,,,
2,2,Yen-Hsun Lu,TPE,,Mikhail Youzhny *,RUS,25,5 - 7,4 - 6,4 - 6,,,
2,3,Juan Carlos Ferrero,ESP,24,Danai Udomchoke *,THA,,6 - 7 (0 - 7),5 - 7,6 - 4,1 - 6,,
2,4,Feliciano Lopez,ESP,,Novak Djokovic *,SRB,14,2 - 6,5 - 7,1 - 6,,,
2,5,Marcos Baghdatis,CYP,11,Gael Monfils *,FRA,,6 - 7 (5 - 7),2 - 6,6 - 2,0 - 6,,
2,6,Amer Delic,USA,,Richard Gasquet *,FRA,18,1 - 6,2 - 6,4 - 6,,,
2,7,Sam Querrey *,USA,,Florent Serra,FRA,,6 - 3,6 - 4,6 - 3,,,
2,8,Jurgen Melzer,AUT,,Tommy Robredo *,ESP,7,1 - 6,3 - 6,3 - 6,,,
2,9,Mardy Fish *,USA,,Nicolas Mahut,FRA,,7 - 5,6 - 4,3 - 6,6 - 4,,
2,10,Wayne Arthurs *,AUS,,Zack Fleishman,USA,,6 - 7 (5 - 7),6 - 1,6 - 4,6 - 4,,
2,11,Radek Stepanek *,CZE,20,Lukas Dlouhy,CZE,,4 - 6,4 - 6,6 - 4,6 - 1,6 - 4,
2,12,Thomas Johansson,SWE,,David Ferrer *,ESP,16,2 - 6,7 - 6 (7 - 5),2 - 6,2 - 6,,
2,13,Mario Ancic *,CRO,9,Guillermo Garcia-Lopez,ESP,,3 - 6,7 - 5,6 - 2,6 - 2,,
2,14,Vincent Spadea,USA,,Dominik Hrbaty *,SVK,22,7 - 5,4 - 6,4 - 6,3 - 6,,
2,15,Marat Safin *,RUS,26,Dudi Sela,ISR,,6 - 3,5 - 7,4 - 6,7 - 6 (7 - 4),6 - 0,
2,16,Marc Gicquel,FRA,,Andy Roddick *,USA,6,3 - 6,6 - 7 (4 - 7),4 - 6,,,
2,17,David Nalbandian *,ARG,8,Nicolas Lapentti,ECU,,6 - 4,6 - 4,6 - 4,,,
2,18,Olivier Rochus,BEL,,Sebastien Grosjean *,FRA,28,6 - 4,1 - 6,3 - 6,6 - 4,4 - 6,
2,19,Florian Mayer *,GER,,Andreas Seppi,ITA,,5 - 7,7 - 5,6 - 2,6 - 2,,
2,20,Ilia Bozoljac,SRB,,Tommy Haas *,GER,12,6 - 7 (3 - 7),1 - 6,3 - 6,,,
2,21,Tomas Berdych *,CZE,13,Robert Smeets,AUS,,6 - 3,6 - 2,6 - 4,,,
2,22,Max Mirnyi,BLR,,Dmitry Tursunov *,RUS,21,2 - 6,3 - 6,6 - 7 (4 - 7),,,
2,23,Arnaud Clement,FRA,,Fabrice Santoro *,FRA,,2 - 6,4 - 6,4 - 6,,,
2,24,Gilles Muller,LUX,,Nikolay Davydenko *,RUS,3,4 - 6,0 - 6,3 - 6,,,
2,25,James Blake *,USA,5,Alex Kuznetsov,USA,,6 - 4,6 - 1,6 - 2,,,
2,26,Mischa Zverev,GER,,Robby Ginepri *,USA,,4 - 6,5 - 7,1 - 6,,,
2,27,Lleyton Hewitt *,AUS,19,Frank Dancevic,CAN,,6 - 4,6 - 4,3 - 6,6 - 4,,
2,28,Juan Martin Del Potro,ARG,,Fernando Gonzalez *,CHI,10,6 - 7 (7 - 9),6 - 4,7 - 6 (7 - 3),4 - 6,0 - 4,Retired
2,29,Andy Murray *,GBR,15,Fernando Verdasco,ESP,,7 - 6 (7 - 4),7 - 5,6 - 4,,,
2,30,Juan Ignacio Chela *,ARG,,Jarkko Nieminen,FIN,17,6 - 3,2 - 6,6 - 4,6 - 4,,
2,31,Stanislas Wawrinka *,SUI,31,Paul Capdeville,CHI,,6 - 4,6 - 3,6 - 2,,,
2,32,Philipp Kohlschreiber,GER,,Rafael Nadal *,ESP,2,5 - 7,3 - 6,6 - 4,2 - 6,,
3,1,Roger Federer *,SUI,1,Mikhail Youzhny,RUS,25,6 - 3,6 - 3,7 - 6 (7 - 5),,,
3,2,Danai Udomchoke,THA,,Novak Djokovic *,SRB,14,3 - 6,4 - 6,7 - 5,1 - 6,,
3,3,Gael Monfils,FRA,,Richard Gasquet *,FRA,18,0 - 6,6 - 4,5 - 7,3 - 6,,
3,4,Sam Querrey,USA,,Tommy Robredo *,ESP,7,4 - 6,7 - 6 (7 - 5),2 - 6,1 - 6,,
3,5,Mardy Fish *,USA,,Wayne Arthurs,AUS,,3 - 0,,,,,Retired
3,6,Radek Stepanek,CZE,20,David Ferrer *,ESP,16,7 - 6 (7 - 5),6 - 4,0 - 6,4 - 6,3 - 6,
3,7,Mario Ancic *,CRO,9,Dominik Hrbaty,SVK,22,6 - 3,6 - 2,6 - 1,,,
3,8,Marat Safin,RUS,26,Andy Roddick *,USA,6,6 - 7 (2 - 7),6 - 2,4 - 6,6 - 7 (2 - 7),,
3,9,David Nalbandian *,ARG,8,Sebastien Grosjean,FRA,28,5 - 7,4 - 6,7 - 6 (7 - 4),6 - 4,6 - 1,
3,10,Florian Mayer,GER,,Tommy Haas *,GER,12,6 - 7 (3 - 7),3 - 6,3 - 6,,,
3,11,Tomas Berdych *,CZE,13,Dmitry Tursunov,RUS,21,6 - 2,6 - 1,6 - 1,,,
3,12,Fabrice Santoro,FRA,,Nikolay Davydenko *,RUS,3,6 - 7 (1 - 7),2 - 6,2 - 6,,,
3,13,James Blake *,USA,5,Robby Ginepri,USA,,7 - 6 (9 - 7),7 - 5,6 - 2,,,
3,14,Lleyton Hewitt,AUS,19,Fernando Gonzalez *,CHI,10,2 - 6,2 - 6,7 - 5,4 - 6,,
3,15,Andy Murray *,GBR,15,Juan Ignacio Chela,ARG,,6 - 3,6 - 2,6 - 4,,,
3,16,Stanislas Wawrinka,SUI,31,Rafael Nadal *,ESP,2,2 - 6,2 - 6,2 - 6,,,
4,1,Roger Federer *,SUI,1,Novak Djokovic,SRB,14,6 - 2,7 - 5,6 - 3,,,
4,2,Richard Gasquet,FRA,18,Tommy Robredo *,ESP,7,4 - 6,2 - 6,6 - 3,4 - 6,,
4,3,Mardy Fish *,USA,,David Ferrer,ESP,16,6 - 1,7 - 6 (7 - 4),2 - 6,7 - 5,,
4,4,Mario Ancic,CRO,9,Andy Roddick *,USA,6,3 - 6,6 - 3,1 - 6,7 - 5,4 - 6,
4,5,David Nalbandian,ARG,8,Tommy Haas *,GER,12,6 - 4,3 - 6,2 - 6,3 - 6,,
4,6,Tomas Berdych,CZE,13,Nikolay Davydenko *,RUS,3,7 - 5,4 - 6,1 - 6,6 - 7 (5 - 7),,
4,7,James Blake,USA,5,Fernando Gonzalez *,CHI,10,5 - 7,4 - 6,6 - 7 (4 - 7),,,
4,8,Andy Murray,GBR,15,Rafael Nadal *,ESP,2,7 - 6 (7 - 3),4 - 6,6 - 4,3 - 6,1 - 6,
5,1,Roger Federer *,SUI,1,Tommy Robredo,ESP,7,6 - 3,7 - 6 (7 - 2),7 - 5,,,
5,2,Mardy Fish,USA,,Andy Roddick *,USA,6,2 - 6,2 - 6,2 - 6,,,
5,3,Tommy Haas *,GER,12,Nikolay Davydenko,RUS,3,6 - 3,2 - 6,1 - 6,6 - 1,7 - 5,
5,4,Fernando Gonzalez *,CHI,10,Rafael Nadal,ESP,2,6 - 2,6 - 4,6 - 3,,,
6,1,Roger Federer *,SUI,1,Andy Roddick,USA,6,6 - 4,6 - 0,6 - 2,,,
6,2,Tommy Haas,GER,12,Fernando Gonzalez *,CHI,10,1 - 6,3 - 6,1 - 6,,,
7,1,Roger Federer *,SUI,1,Fernando Gonzalez,CHI,10,7 - 6 (7 - 2),6 - 4,6 - 4,,,
