Round,Match,Player 1,P1 Country,P1 Seed,Player 2,P2 Country,P2 Seed,Set 1,Set 2,Set 3,Set 4,Set 5,Notes
1,1,Roger Federer *,SUI,1,Donald Young,USA,,6 - 3,6 - 2,6 - 4,,,
1,2,Maxime Authom,BEL,,Bjorn Phau *,GER,,2 - 6,6 - 4,4 - 6,6 - 7 (5 - 7),,
1,3,Albert Ramos *,ESP,,Robby Ginepri,USA,,6 - 7 (3 - 7),7 - 5,6 - 4,6 - 0,,
1,4,Rui Machado,POR,,Fernando Verdasco *,ESP,25,1 - 6,2 - 6,4 - 6,,,
1,5,Mardy Fish *,USA,23,Go Soeda,JPN,,7 - 6 (7 - 3),7 - 6 (7 - 2),6 - 3,,,
1,6,Nikolay Davydenko *,RUS,,Guido Pella,ARG,,7 - 5,3 - 6,6 - 4,6 - 2,,
1,7,Ivo Karlovic,CRO,,Jimmy Wang *,TPE,,6 - 7 (4 - 7),7 - 6 (10 - 8),1 - 6,4 - 6,,
1,8,Michael Russell,USA,,Gilles Simon *,FRA,16,6 - 7 (4 - 7),6 - 3,7 - 5,4 - 6,1 - 6,
1,9,Nicolas Almagro *,ESP,11,Radek Stepanek,CZE,,6 - 4,6 - 7 (5 - 7),6 - 3,6 - 4,,
1,10,Nicolas Mahut,FRA,,Philipp Petzschner *,GER,,6 - 1,6 - 4,4 - 6,5 - 7,6 - 7 (3 - 7),
1,11,Blaz Kavcic,SLO,,Flavio Cipolla *,ITA,,4 - 6,6 - 7 (5 - 7),6 - 3,3 - 6,,
1,12,Jack Sock *,USA,,Florian Mayer,GER,22,6 - 3,6 - 2,3 - 2,,,Retired
1,13,Sam Querrey *,USA,27,Yen-Hsun Lu,TPE,,6 - 7 (4 - 7),6 - 4,6 - 4,7 - 5,,
1,14,Ruben Ramirez Hidalgo *,ESP,,Somdev Devvarman,IND,,6 - 3,6 - 2,3 - 6,6 - 4,,
1,15,Denis Istomin,UZB,,Jurgen Zopp *,EST,,6 - 3,3 - 6,3 - 6,5 - 7,,
1,16,David Goffin,BEL,,Tomas Berdych *,CZE,6,5 - 7,3 - 6,3 - 6,,,
1,17,Andy Murray *,GBR,3,Alex Bogomolov Jr.,RUS,,6 - 2,6 - 4,6 - 1,,,
1,18,Hiroki Moriya,JPN,,Ivan Dodig *,CRO,,0 - 6,1 - 6,2 - 6,,,
1,19,Thomaz Bellucci,BRA,,Pablo Andujar *,ESP,,6 - 7 (5 - 7),6 - 3,6 - 7 (1 - 7),5 - 7,,
1,20,Robin Haase,NED,,Feliciano Lopez *,ESP,30,3 - 6,5 - 7,2 - 6,,,
1,21,Marcel Granollers *,ESP,24,Denis Kudla,USA,,6 - 3,4 - 6,6 - 3,7 - 6 (7 - 2),,
1,22,Lukas Lacko,SVK,,James Blake *,USA,,5 - 7,2 - 6,6 - 3,3 - 6,,
1,23,Paul-Henri Mathieu *,FRA,,Igor Andreev,RUS,,2 - 6,4 - 6,7 - 6 (7 - 1),7 - 6 (7 - 4),6 - 1,
1,24,Santiago Giraldo,COL,,Milos Raonic *,CAN,15,3 - 6,6 - 4,6 - 3,4 - 6,4 - 6,
1,25,Marin Cilic *,CRO,12,Marinko Matosevic,AUS,,5 - 7,2 - 6,6 - 4,6 - 2,6 - 4,
1,26,Daniel Brands *,GER,,Adrian Ungur,ROU,,7 - 6 (7 - 4),6 - 4,7 - 6 (7 - 5),,,
1,27,Tim Smyczek *,USA,,Bobby Reynolds,USA,,1 - 6,6 - 4,6 - 2,4 - 6,6 - 4,
1,28,Guido Andreozzi,ARG,,Kei Nishikori *,JPN,17,1 - 6,2 - 6,4 - 6,,,
1,29,Jeremy Chardy *,FRA,32,Filippo Volandri,ITA,,6 - 3,6 - 4,6 - 3,,,
1,30,Tatsuma Ito,JPN,,Matthew Ebden *,AUS,,6 - 7 (9 - 11),3 - 6,2 - 6,,,
1,31,Martin Klizan *,SVK,,Alejandro Falla,COL,,6 - 4,6 - 1,6 - 2,,,
1,32,Karol Beck,SVK,,Jo-Wilfried Tsonga *,FRA,5,3 - 6,1 - 6,6 - 7 (2 - 7),,,
1,33,Janko Tipsarevic *,SRB,8,Guillaume Rufin,FRA,,4 - 6,3 - 6,6 - 2,6 - 3,6 - 2,
1,34,Brian Baker *,USA,,Jan Hajek,CZE,,6 - 3,6 - 4,6 - 2,,,
1,35,Grega Zemlja *,SLO,,Ricardo Mello,BRA,,7 - 5,7 - 6 (7 - 3),7 - 5,,,
1,36,Cedrik-Marcel Stebe *,GER,,Viktor Troicki,SRB,29,6 - 4,6 - 4,3 - 6,6 - 2,,
1,37,Philipp Kohlschreiber *,GER,19,Michael Llodra,FRA,,7 - 6 (7 - 2),4 - 6,7 - 6 (7 - 4),6 - 1,,
1,38,Grigor Dimitrov,BUL,,Benoit Paire *,FRA,,7 - 5,3 - 6,6 - 7 (4 - 7),2 - 6,,
1,39,Mikhail Kukushkin,KAZ,,Jarkko Nieminen *,FIN,,0 - 6,2 - 6,,,,Retired
1,40,Xavier Malisse,BEL,,John Isner *,USA,9,3 - 6,6 - 7 (5 - 7),7 - 5,6 - 7 (9 - 11),,
1,41,Richard Gasquet *,FRA,13,Albert Montanes,ESP,,4 - 6,6 - 2,6 - 3,6 - 3,,
1,42,Jurgen Melzer,AUT,,Bradley Klahn *,USA,,6 - 4,3 - 6,5 - 7,7 - 5,4 - 6,
1,43,Steve Johnson *,USA,,Rajeev Ram,USA,,6 - 3,7 - 6 (7 - 5),6 - 3,,,
1,44,Ernests Gulbis *,LAT,,Tommy Haas,GER,21,3 - 6,4 - 6,6 - 4,7 - 5,6 - 3,
1,45,Mikhail Youzhny,RUS,28,Gilles Muller *,LUX,,6 - 2,6 - 3,5 - 7,6 - 7 (6 - 8),6 - 7 (6 - 8),
1,46,Tobias Kamke,GER,,Lleyton Hewitt *,AUS,,6 - 4,2 - 6,1 - 6,4 - 6,,
1,47,Igor Sijsling *,NED,,Daniel Gimeno-Traver,ESP,,7 - 5,6 - 3,6 - 4,,,
1,48,Kevin Anderson,RSA,,David Ferrer *,ESP,4,4 - 6,2 - 6,6 - 7 (3 - 7),,,
1,49,Juan Martin Del Potro *,ARG,7,Florent Serra,FRA,,6 - 4,7 - 6 (7 - 4),6 - 4,,,
1,50,Benjamin Becker,GER,,Ryan Harrison *,USA,,5 - 7,4 - 6,2 - 6,,,
1,51,Lukasz Kubot,POL,,Leonardo Mayer *,ARG,,4 - 6,4 - 6,5 - 7,,,
1,52,Tommy Robredo *,ESP,,Andreas Seppi,ITA,26,6 - 1,7 - 5,6 - 3,,,
1,53,Andy Roddick *,USA,20,Rhyne Williams,USA,,6 - 3,6 - 4,6 - 4,,,
1,54,Carlos Berlocq,ARG,,Bernard Tomic *,AUS,,6 - 4,5 - 7,3 - 6,4 - 6,,
1,55,Edouard Roger-Vasselin,FRA,,Fabio Fognini *,ITA,,6 - 3,7 - 5,4 - 6,4 - 6,5 - 7,
1,56,Guillermo Garcia-Lopez *,ESP,,Juan Monaco,ARG,10,3 - 6,1 - 6,6 - 4,7 - 6 (8 - 6),7 - 6 (7 - 3),
1,57,Alexandr Dolgopolov *,UKR,14,Jesse Levine,USA,,3 - 6,4 - 6,6 - 4,6 - 1,6 - 2,
1,58,Marcos Baghdatis *,CYP,,Matthias Bachinger,GER,,6 - 2,4 - 6,6 - 4,6 - 7 (8 - 10),7 - 6 (7 - 5),
1,59,Steve Darcis *,BEL,,Malek Jaziri,TUN,,3 - 6,6 - 1,6 - 1,6 - 1,,
1,60,Sergiy Stakhovsky,UKR,,Stanislas Wawrinka *,SUI,18,7 - 6 (8 - 6),6 - 7 (2 - 7),4 - 6,2 - 6,,
