Round,Match,Player 1,P1 Country,P1 Seed,Player 2,P2 Country,P2 Seed,Set 1,Set 2,Set 3,Set 4,Set 5,Notes
1,1,Novak Djokovic *,SRB,1,Florian Mayer,GER,,6 - 3,7 - 5,6 - 4,,,
1,2,Bobby Reynolds *,USA,,Steve Johnson,USA,,1 - 6,7 - 6 (7 - 4),6 - 3,6 - 7 (4 - 7),6 - 4,
1,3,Blaz Kavcic,SLO,,Jan-Lennard Struff *,GER,,4 - 6,1 - 6,3 - 6,,,
1,4,Ryan Harrison,USA,,Jeremy Chardy *,FRA,28,6 - 7 (4 - 7),6 - 4,5 - 7,2 - 6,,
1,5,Gilles Simon,FRA,19,Feliciano Lopez *,ESP,,2 - 6,4 - 6,6 - 7 (11 - 13),,,
1,6,Ricardas Berankis,LTU,,Paul-Henri Mathieu *,FRA,,6 - 7 (4 - 7),5 - 7,7 - 6 (7 - 3),4 - 6,,
1,7,Wayne Odesnik,USA,,Jimmy Wang *,TPE,,6 - 7 (5 - 7),6 - 4,2 - 6,6 - 3,5 - 7,
1,8,Dmitry Tursunov,RUS,,Tommy Haas *,GER,13,3 - 6,5 - 7,5 - 7,,,
1,9,Richard Gasquet *,FRA,9,Marcel Granollers,ESP,,6 - 7 (2 - 7),6 - 4,7 - 5,6 - 4,,
1,10,Andreas Haider-Maurer,AUT,,Go Soeda *,JPN,,6 - 7 (6 - 8),5 - 7,1 - 6,,,
1,11,James Blake *,USA,,Thiemo De Bakker,NED,,6 - 1,6 - 3,6 - 2,,,
1,12,Bernard Tomic *,AUS,,Sam Querrey,USA,21,7 - 6 (8 - 6),7 - 6 (7 - 3),3 - 6,2 - 6,6 - 3,
1,13,Kevin Anderson *,RSA,27,Olivier Rochus,BEL,,6 - 4,6 - 2,6 - 1,,,
1,14,Philipp Petzschner,GER,,Michal Przysiezny *,POL,,3 - 6,6 - 7 (6 - 8),0 - 6,,,
1,15,Daniel Brands *,GER,,Daniel Gimeno-Traver,ESP,,7 - 6 (7 - 5),6 - 7 (4 - 7),6 - 7 (5 - 7),6 - 1,6 - 4,
1,16,Martin Klizan,SVK,,Tomas Berdych *,CZE,7,3 - 6,4 - 6,4 - 6,,,
1,17,David Ferrer *,ESP,4,Martin Alund,ARG,,6 - 1,4 - 6,7 - 5,6 - 2,,
1,18,Roberto Bautista Agut *,ESP,,Teymuraz Gabashvili,RUS,,6 - 3,6 - 4,7 - 6 (7 - 3),,,
1,19,Horacio Zeballos,ARG,,Santiago Giraldo *,COL,,6 - 3,6 - 7 (4 - 7),7 - 6 (8 - 6),1 - 6,3 - 6,
1,20,Gastao Elias,POR,,Alexandr Dolgopolov *,UKR,26,1 - 6,6 - 7 (2 - 7),2 - 6,,,
1,21,Milos Raonic *,CAN,17,Carlos Berlocq,ARG,,6 - 4,6 - 3,6 - 3,,,
1,22,Alex Kuznetsov,USA,,Igor Sijsling *,NED,,3 - 6,4 - 6,4 - 6,,,
1,23,James Duckworth,AUS,,Denis Kudla *,USA,,4 - 6,2 - 6,6 - 3,6 - 4,1 - 6,
1,24,Ivan Dodig *,CRO,,Philipp Kohlschreiber,GER,16,4 - 6,6 - 7 (6 - 8),7 - 6 (7 - 3),6 - 3,2 - 1,Retired
1,25,Kei Nishikori *,JPN,12,Matthew Ebden,AUS,,6 - 2,6 - 4,6 - 3,,,
1,26,Leonardo Mayer *,ARG,,Aljaz Bedene,SLO,,6 - 2,6 - 3,6 - 4,,,
1,27,Michael Llodra *,FRA,,Jarkko Nieminen,FIN,,7 - 6 (7 - 3),6 - 4,6 - 3,,,
1,28,Denis Istomin,UZB,,Andreas Seppi *,ITA,23,6 - 7 (6 - 8),6 - 7 (3 - 7),7 - 5,6 - 3,3 - 6,
1,29,Grigor Dimitrov *,BUL,29,Simone Bolelli,ITA,,6 - 1,6 - 4,6 - 3,,,
1,30,Grega Zemlja *,SLO,,Michael Russell,USA,,6 - 7 (3 - 7),6 - 4,6 - 4,6 - 1,,
1,31,Guido Pella,ARG,,Jesse Levine *,CAN,,4 - 6,2 - 6,6 - 4,6 - 3,3 - 4,Retired
1,32,Albert Ramos,ESP,,Juan Martin Del Potro *,ARG,8,2 - 6,5 - 7,1 - 6,,,
1,33,Rafael Nadal,ESP,5,Steve Darcis *,BEL,,6 - 7 (4 - 7),6 - 7 (8 - 10),4 - 6,,,
1,34,Lukasz Kubot *,POL,,Igor Andreev,RUS,,6 - 1,7 - 5,6 - 2,,,
1,35,Stephane Robert *,FRA,,Alejandro Falla,COL,,6 - 3,7 - 6 (7 - 5),7 - 5,,,
1,36,Adrian Ungur,ROU,,Benoit Paire *,FRA,25,4 - 6,6 - 4,3 - 6,1 - 6,,
1,37,John Isner *,USA,18,Evgeny Donskoy,RUS,,6 - 1,7 - 6 (7 - 5),7 - 6 (7 - 3),,,
1,38,Pablo Andujar,ESP,,Adrian Mannarino *,FRA,,1 - 6,2 - 6,3 - 6,,,
1,39,Dustin Brown *,GER,,Guillermo Garcia-Lopez,ESP,,6 - 3,6 - 3,6 - 3,,,
1,40,Lleyton Hewitt *,AUS,,Stanislas Wawrinka,SUI,11,6 - 4,7 - 5,6 - 3,,,
1,41,Nicolas Almagro *,ESP,15,Jurgen Zopp,EST,,6 - 4,7 - 6 (7 - 2),7 - 5,,,
1,42,Marinko Matosevic,AUS,,Guillaume Rufin *,FRA,,1 - 6,6 - 4,4 - 6,3 - 6,,
1,43,Radek Stepanek *,CZE,,Matt Reid,AUS,,6 - 2,6 - 2,6 - 4,,,
1,44,Kyle Edmund,GBR,,Jerzy Janowicz *,POL,24,2 - 6,2 - 6,4 - 6,,,
1,45,Fabio Fognini,ITA,30,Jurgen Melzer *,AUT,,7 - 6 (7 - 5),5 - 7,3 - 6,2 - 6,,
1,46,Julian Reister *,GER,,Lukas Rosol,CZE,,6 - 3,4 - 6,7 - 6 (7 - 5),6 - 7 (4 - 7),6 - 4,
1,47,Rogerio Dutra Silva,BRA,,Sergiy Stakhovsky *,UKR,,4 - 6,0 - 6,4 - 6,,,
1,48,Victor Hanescu,ROU,,Roger Federer *,SUI,3,3 - 6,2 - 6,0 - 6,,,
1,49,Jo-Wilfried Tsonga *,FRA,6,David Goffin,BEL,,7 - 6 (7 - 4),6 - 4,6 - 3,,,
1,50,Edouard Roger-Vasselin,FRA,,Ernests Gulbis *,LAT,,6 - 7 (1 - 7),4 - 6,5 - 7,,,
1,51,Fernando Verdasco *,ESP,,Xavier Malisse,BEL,,6 - 7 (5 - 7),6 - 1,6 - 4,6 - 3,,
1,52,Tobias Kamke,GER,,Julien Benneteau *,FRA,31,4 - 6,7 - 6 (7 - 5),4 - 6,2 - 6,,
1,53,Juan Monaco *,ARG,22,Bastian Knittel,GER,,6 - 4,6 - 2,6 - 3,,,
1,54,Lukas Lacko,SVK,,Rajeev Ram *,USA,,5 - 7,4 - 6,7 - 6 (7 - 2),2 - 6,,
1,55,Kenny De Schepper *,FRA,,Paolo Lorenzi,ITA,,7 - 6 (8 - 6),6 - 4,6 - 2,,,
1,56,Marcos Baghdatis,CYP,,Marin Cilic *,CRO,10,3 - 6,4 - 6,4 - 6,,,
1,57,Janko Tipsarevic,SRB,14,Viktor Troicki *,SRB,,3 - 6,4 - 6,6 - 7 (5 - 7),,,
1,58,Andrey Kuznetsov *,RUS,,Albert Montanes,ESP,,6 - 3,6 - 4,3 - 6,6 - 3,,
1,59,Marc Gicquel,FRA,,Vasek Pospisil *,CAN,,3 - 6,2 - 6,6 - 7 (3 - 7),,,
1,60,Robin Haase,NED,,Mikhail Youzhny *,RUS,20,4 - 6,5 - 7,5 - 7,,,
1,61,Tommy Robredo *,ESP,32,Alex Bogomolov Jr.,RUS,,6 - 2,6 - 2,6 - 4,,,
1,62,Nicolas Mahut *,FRA,,Jan Hajek,CZE,,6 - 2,6 - 4,6 - 3,,,
1,63,James Ward,GBR,,Yen-Hsun Lu *,TPE,,7 - 6 (7 - 4),4 - 6,6 - 7 (11 - 13),6 - 7 (4 - 7),,
1,64,Benjamin Becker,GER,,Andy Murray *,GBR,2,4 - 6,3 - 6,2 - 6,,,
2,1,Novak Djokovic *,SRB,1,Bobby Reynolds,USA,,7 - 6 (7 - 2),6 - 3,6 - 1,,,
2,2,Jan-Lennard Struff,GER,,Jeremy Chardy *,FRA,28,2 - 6,7 - 5,6 - 7 (6 - 8),6 - 7 (4 - 7),,
2,3,Feliciano Lopez *,ESP,,Paul-Henri Mathieu,FRA,,6 - 3,5 - 1,,,,Retired
2,4,Jimmy Wang,TPE,,Tommy Haas *,GER,13,3 - 6,2 - 6,5 - 7,,,
2,5,Richard Gasquet *,FRA,9,Go Soeda,JPN,,6 - 0,6 - 3,6 - 7 (5 - 7),6 - 3,,
2,6,James Blake,USA,,Bernard Tomic *,AUS,,3 - 6,4 - 6,5 - 7,,,
2,7,Kevin Anderson *,RSA,27,Michal Przysiezny,POL,,6 - 4,7 - 6 (7 - 2),6 - 4,,,
2,8,Daniel Brands,GER,,Tomas Berdych *,CZE,7,6 - 7 (6 - 8),4 - 6,2 - 6,,,
2,9,David Ferrer *,ESP,4,Roberto Bautista Agut,ESP,,6 - 3,3 - 6,7 - 6 (7 - 4),7 - 5,,
2,10,Santiago Giraldo,COL,,Alexandr Dolgopolov *,UKR,26,4 - 6,5 - 7,3 - 6,,,
2,11,Milos Raonic,CAN,17,Igor Sijsling *,NED,,5 - 7,4 - 6,6 - 7 (4 - 7),,,
2,12,Denis Kudla,USA,,Ivan Dodig *,CRO,,1 - 6,6 - 7 (4 - 7),5 - 7,,,
2,13,Kei Nishikori *,JPN,12,Leonardo Mayer,ARG,,7 - 6 (7 - 5),6 - 4,6 - 2,,,
2,14,Michael Llodra,FRA,,Andreas Seppi *,ITA,23,5 - 7,,,,,Retired
2,15,Grigor Dimitrov,BUL,29,Grega Zemlja *,SLO,,6 - 3,6 - 7 (4 - 7),6 - 3,4 - 6,9 - 11,
2,16,Jesse Levine,CAN,,Juan Martin Del Potro *,ARG,8,2 - 6,6 - 7 (7 - 9),3 - 6,,,
2,17,Steve Darcis,BEL,,Lukasz Kubot *,POL,,,,,,,Walkover
2,18,Stephane Robert,FRA,,Benoit Paire *,FRA,25,4 - 6,5 - 7,4 - 6,,,
2,19,John Isner,USA,18,Adrian Mannarino *,FRA,,1 - 1,,,,,Retired
2,20,Dustin Brown *,GER,,Lleyton Hewitt,AUS,,6 - 4,6 - 4,6 - 7 (3 - 7),6 - 2,,
2,21,Nicolas Almagro *,ESP,15,Guillaume Rufin,FRA,,7 - 5,6 - 7 (6 - 8),6 - 3,6 - 4,,
2,22,Radek Stepanek,CZE,,Jerzy Janowicz *,POL,24,2 - 6,3 - 5,,,,Retired
2,23,Jurgen Melzer *,AUT,,Julian Reister,GER,,3 - 6,7 - 6 (7 - 2),7 - 6 (7 - 5),6 - 2,,
2,24,Sergiy Stakhovsky *,UKR,,Roger Federer,SUI,3,6 - 7 (5 - 7),7 - 6 (7 - 5),7 - 5,7 - 6 (7 - 5),,
2,25,Jo-Wilfried Tsonga,FRA,6,Ernests Gulbis *,LAT,,6 - 3,3 - 6,3 - 6,,,Retired
2,26,Fernando Verdasco *,ESP,,Julien Benneteau,FRA,31,7 - 6 (7 - 1),7 - 6 (7 - 4),6 - 4,,,
2,27,Juan Monaco *,ARG,22,Rajeev Ram,USA,,5 - 7,6 - 2,6 - 4,6 - 2,,
2,28,Kenny De Schepper *,FRA,,Marin Cilic,CRO,10,,,,,,Walkover
2,29,Viktor Troicki *,SRB,,Andrey Kuznetsov,RUS,,6 - 4,6 - 3,6 - 4,,,
2,30,Vasek Pospisil,CAN,,Mikhail Youzhny *,RUS,20,2 - 6,7 - 6 (7 - 3),6 - 7 (7 - 9),6 - 3,4 - 6,
2,31,Tommy Robredo *,ESP,32,Nicolas Mahut,FRA,,7 - 6 (7 - 3),6 - 1,7 - 6 (7 - 5),,,
2,32,Yen-Hsun Lu,TPE,,Andy Murray *,GBR,2,3 - 6,3 - 6,5 - 7,,,
3,1,Novak Djokovic *,SRB,1,Jeremy Chardy,FRA,28,6 - 3,6 - 2,6 - 2,,,
3,2,Feliciano Lopez,ESP,,Tommy Haas *,GER,13,6 - 4,2 - 6,5 - 7,4 - 6,,
3,3,Richard Gasquet,FRA,9,Bernard Tomic *,AUS,,6 - 7 (7 - 9),7 - 5,5 - 7,6 - 7 (5 - 7),,
3,4,Kevin Anderson,RSA,27,Tomas Berdych *,CZE,7,6 - 3,3 - 6,4 - 6,5 - 7,,
3,5,David Ferrer *,ESP,4,Alexandr Dolgopolov,UKR,26,6 - 7 (6 - 8),7 - 6 (7 - 2),2 - 6,6 - 1,6 - 2,
3,6,Igor Sijsling,NED,,Ivan Dodig *,CRO,,0 - 6,1 - 6,0 - 1,,,Retired
3,7,Kei Nishikori,JPN,12,Andreas Seppi *,ITA,23,6 - 3,2 - 6,7 - 6 (7 - 4),1 - 6,4 - 6,
3,8,Grega Zemlja,SLO,,Juan Martin Del Potro *,ARG,8,5 - 7,6 - 7 (3 - 7),0 - 6,,,
3,9,Lukasz Kubot *,POL,,Benoit Paire,FRA,25,6 - 1,6 - 3,6 - 4,,,
3,10,Adrian Mannarino *,FRA,,Dustin Brown,GER,,6 - 4,6 - 2,7 - 5,,,
3,11,Nicolas Almagro,ESP,15,Jerzy Janowicz *,POL,24,6 - 7 (6 - 8),3 - 6,4 - 6,,,
3,12,Jurgen Melzer *,AUT,,Sergiy Stakhovsky,UKR,,6 - 2,2 - 6,7 - 5,6 - 3,,
3,13,Ernests Gulbis,LAT,,Fernando Verdasco *,ESP,,2 - 6,4 - 6,4 - 6,,,
3,14,Juan Monaco,ARG,22,Kenny De Schepper *,FRA,,4 - 6,6 - 7 (8 - 10),4 - 6,,,
3,15,Viktor Troicki,SRB,,Mikhail Youzhny *,RUS,20,3 - 6,4 - 6,5 - 7,,,
