Round,Match,Player 1,P1 Country,P1 Seed,Player 2,P2 Country,P2 Seed,Set 1,Set 2,Set 3,Set 4,Set 5,Notes
1,1,Caroline Wozniacki *,DEN,1,Chelsey Gullickson,USA,,6 - 1,6 - 1,,,,
1,2,Kai-Chen Chang *,TPE,,Carla Suarez Navarro,ESP,,6 - 2,6 - 4,,,,
1,3,Anne Keothavong,GBR,,Yung-Jan Chan *,TPE,,6 - 2,1 - 6,1 - 6,,,
1,4,Tamira Paszek *,AUT,,Lucie Safarova,CZE,26,2 - 6,7 - 5,6 - 2,,,
1,5,Aravane Rezai *,FRA,18,Magdalena Rybarikova,SVK,,7 - 6 (7 - 5),7 - 6 (9 - 7),,,,
1,6,Beatrice Capra *,USA,,Karolina Sprem,CRO,,6 - 1,6 - 3,,,,
1,7,Nuria Llagostera Vives,ESP,,Iveta Benesova *,CZE,,3 - 6,6 - 7 (6 - 8),,,,
1,8,Jarmila Groth,AUS,,Maria Sharapova *,RUS,14,6 - 4,3 - 6,1 - 6,,,
1,9,Svetlana Kuznetsova *,RUS,11,Kimiko Date Krumm,JPN,,6 - 2,4 - 6,6 - 1,,,
1,10,Regina Kulikova,RUS,,Anastasija Sevastova *,LAT,,0 - 6,0 - 2,,,,Retired
1,11,Yvonne Meusburger *,AUT,,Jill Craybas,USA,,3 - 6,7 - 5,6 - 0,,,
1,12,Barbora Zahlavova Strycova,CZE,,Maria Kirilenko *,RUS,23,5 - 7,4 - 6,,,,
1,13,Yaroslava Shvedova,KAZ,30,Lourdes Dominguez Lino *,ESP,,4 - 6,6 - 3,2 - 6,,,
1,14,Anna Chakvetadze,RUS,,Urszula Radwanska *,POL,,3 - 6,3 - 6,,,,
1,15,Dominika Cibulkova *,SVK,,Stefanie Voegele,SUI,,6 - 2,4 - 6,7 - 5,,,
1,16,Kateryna Bondarenko *,UKR,,Na Li,CHN,8,2 - 6,6 - 4,6 - 2,,,
1,17,Jelena Jankovic *,SRB,4,Simona Halep,ROU,,6 - 4,4 - 6,7 - 5,,,
1,18,Alicia Molik,AUS,,Mirjana Lucic *,CRO,,6 - 7 (5 - 7),1 - 6,,,,
1,19,Chanelle Scheepers,RSA,,Akgul Amanmuradova *,UZB,,3 - 6,4 - 6,,,,
1,20,Alize Cornet,FRA,,Kaia Kanepi *,EST,31,6 - 3,1 - 6,0 - 6,,,
1,21,Maria Jose Martinez Sanchez *,ESP,22,Jamie Hampton,USA,,6 - 4,3 - 6,6 - 0,,,
1,22,Kirsten Flipkens,BEL,,Patty Schnyder *,SUI,,1 - 6,3 - 6,,,,
1,23,Romina Oprandi,ITA,,Julia Goerges *,GER,,3 - 6,4 - 6,,,,
1,24,Alla Kudryavtseva,RUS,,Yanina Wickmayer *,BEL,15,1 - 6,2 - 6,,,,
1,25,Agnieszka Radwanska *,POL,9,Arantxa Parra Santonja,ESP,,6 - 4,6 - 3,,,,
1,26,Shuai Peng *,CHN,,Shelby Rogers,USA,,6 - 7 (5 - 7),7 - 6 (7 - 3),6 - 3,,,
1,27,Bethanie Mattek-Sands *,USA,,Anabel Medina Garrigues,ESP,,4 - 6,6 - 4,6 - 1,,,
1,28,Andrea Petkovic *,GER,,Nadia Petrova,RUS,17,6 - 2,4 - 6,7 - 6 (7 - 4),,,
1,29,Alexandra Dulgheru *,ROU,25,Julie Coin,FRA,,6 - 3,6 - 1,,,,
1,30,Sofia Arvidsson *,SWE,,Sorana Cirstea,ROU,,6 - 1,6 - 2,,,,
1,31,Coco Vandeweghe,USA,,Sabine Lisicki *,GER,,1 - 6,0 - 6,,,,
1,32,Zuzana Kucova,SVK,,Vera Zvonareva *,RUS,7,2 - 6,1 - 6,,,,
1,33,Francesca Schiavone *,ITA,6,Ayumi Morita,JPN,,6 - 1,6 - 0,,,,
1,34,Maria Elena Camerin *,ITA,,Sophie Ferguson,AUS,,6 - 4,6 - 0,,,,
1,35,Melanie Oudin *,USA,,Olga Savchuk,UKR,,6 - 3,6 - 0,,,,
1,36,Vera Dushevina,RUS,,Alona Bondarenko *,UKR,29,0 - 6,7 - 5,4 - 6,,,
1,37,Anastasia Pavlyuchenkova *,RUS,20,Kristina Barrois,GER,,6 - 4,6 - 1,,,,
1,38,Michelle Larcher De Brito,POR,,Sania Mirza *,IND,,3 - 6,2 - 6,,,,
1,39,Gisela Dulko *,ARG,,Angelique Kerber,GER,,6 - 3,6 - 1,,,,
1,40,Monica Niculescu,ROU,,Victoria Azarenka *,BLR,10,0 - 6,7 - 5,1 - 6,,,
1,41,Shahar Peer *,ISR,16,Jelena Kostanic Tosic,CRO,,6 - 4,7 - 5,,,,
1,42,Pauline Parmentier *,FRA,,Alberta Brianti,ITA,,4 - 6,6 - 3,7 - 5,,,
1,43,Agnes Szavay *,HUN,,Sandra Zahlavova,CZE,,6 - 0,6 - 2,,,,
1,44,Irina Falconi,USA,,Flavia Pennetta *,ITA,19,2 - 6,1 - 6,,,,
1,45,Tsvetana Pironkova *,BUL,32,Renata Voracova,CZE,,6 - 3,6 - 4,,,,
1,46,Polona Hercog,SLO,,Mandy Minella *,LUX,,4 - 6,5 - 7,,,,
1,47,Rebecca Marino *,CAN,,Ksenia Pervak,RUS,,6 - 4,4 - 6,7 - 5,,,
