Round,Match,Player 1,P1 Country,P1 Seed,Player 2,P2 Country,P2 Seed,Set 1,Set 2,Set 3,Set 4,Set 5,Notes
1,1,Rafael Nadal *,ESP,1,Bjorn Phau,GER,,7 - 6 (7 - 4),6 - 3,7 - 6 (7 - 4),,,
1,2,Ryler DeHeart *,USA,,Olivier Rochus,BEL,,7 - 6 (7 - 4),5 - 7,6 - 4,3 - 6,6 - 4,
1,3,Viktor Troicki *,SRB,,Carsten Ball,AUS,,7 - 6 (7 - 3),6 - 0,6 - 1,,,
1,4,Luis Horna,PER,,Philipp Kohlschreiber *,GER,25,2 - 6,3 - 6,2 - 6,,,
1,5,Tomas Berdych,CZE,22,Sam Querrey *,USA,,3 - 6,1 - 6,2 - 6,,,
1,6,Pablo Andujar,ESP,,Nicolas Devilder *,FRA,,4 - 6,2 - 6,2 - 6,,,
1,7,Rainer Schuettler,GER,,Florent Serra *,FRA,,6 - 7 (8 - 10),0 - 6,0 - 2,,,Retired
1,8,Jan Minar,CZE,,Ivo Karlovic *,CRO,14,5 - 7,1 - 6,4 - 6,,,
1,9,James Blake *,USA,9,Donald Young,USA,,6 - 1,3 - 6,6 - 1,4 - 6,6 - 4,
1,10,Denis Gremelmayr,GER,,Steve Darcis *,BEL,,1 - 6,7 - 6 (8 - 6),6 - 7 (4 - 7),4 - 6,,
1,11,Mardy Fish *,USA,,Robert Smeets,AUS,,7 - 6 (7 - 4),6 - 7 (3 - 7),6 - 3,6 - 4,,
1,12,Sebastien Grosjean,FRA,,Paul-Henri Mathieu *,FRA,24,7 - 6 (7 - 4),6 - 7 (5 - 7),3 - 6,2 - 6,,
1,13,Gael Monfils *,FRA,32,Pablo Cuevas,URU,,6 - 4,6 - 4,6 - 1,,,
1,14,Evgeny Korolev *,RUS,,Robin Soderling,SWE,,7 - 6 (7 - 4),6 - 3,7 - 6 (11 - 9),,,
1,15,Andrey Golubev *,KAZ,,Brendan Evans,USA,,6 - 4,6 - 3,6 - 2,,,
1,16,Marcos Daniel,BRA,,David Nalbandian *,ARG,7,1 - 6,2 - 6,4 - 6,,,
1,17,David Ferrer *,ESP,4,Martin Vassallo Arguello,ARG,,7 - 6 (7 - 1),6 - 2,6 - 2,,,
1,18,Andreas Beck *,GER,,John Isner,USA,,7 - 6 (7 - 5),6 - 4,7 - 6 (7 - 3),,,
1,19,Ryan Sweeting,USA,,Roko Karanusic *,CRO,,5 - 7,5 - 7,6 - 3,2 - 6,,
1,20,Kei Nishikori *,JPN,,Juan Monaco,ARG,29,6 - 2,6 - 2,5 - 7,6 - 2,,
1,21,Juan Martin Del Potro *,ARG,17,Guillermo Canas,ARG,,4 - 6,7 - 6 (7 - 0),6 - 4,6 - 1,,
1,22,Oscar Hernandez,ESP,,Thomaz Bellucci *,BRA,,3 - 6,7 - 6 (7 - 5),4 - 6,5 - 7,,
1,23,Michael Berrer,GER,,Jose Acasuso *,ARG,,4 - 6,2 - 6,2 - 6,,,
1,24,Marcel Granollers,ESP,,Gilles Simon *,FRA,16,4 - 6,3 - 6,7 - 5,2 - 6,,
1,25,Stanislas Wawrinka *,SUI,10,Simone Bolelli,ITA,,7 - 6 (7 - 5),6 - 3,6 - 3,,,
1,26,Wayne Odesnik *,USA,,Fabio Fognini,ITA,,2 - 6,6 - 0,4 - 6,6 - 3,6 - 4,
1,27,Nicolas Lapentti,ECU,,Yen-Hsun Lu *,TPE,,4 - 6,6 - 1,6 - 4,4 - 6,3 - 6,
1,28,Jan Hernych,CZE,,Flavio Cipolla *,ITA,,7 - 6 (7 - 2),4 - 6,6 - 2,6 - 7 (0 - 7),6 - 7 (4 - 7),
1,29,Feliciano Lopez,ESP,27,Jurgen Melzer *,AUT,,6 - 4,6 - 7 (5 - 7),2 - 6,6 - 2,4 - 6,
1,30,Jiri Vanek *,CZE,,Stephane Bohli,SUI,,3 - 6,6 - 3,6 - 2,7 - 5,,
1,31,Teimuraz Gabashvili,RUS,,Michael Llodra *,FRA,,3 - 6,7 - 5,6 - 7 (5 - 7),6 - 7 (4 - 7),,
1,32,Sergio Roitman,ARG,,Andy Murray *,GBR,6,3 - 6,4 - 6,0 - 6,,,
1,33,Andy Roddick *,USA,8,Fabrice Santoro,FRA,,6 - 2,6 - 2,6 - 2,,,
1,34,Ernests Gulbis *,LAT,,Thomas Johansson,SWE,,7 - 5,6 - 1,7 - 6 (7 - 3),,,
