Round,Match,Player 1,P1 Country,P1 Seed,Player 2,P2 Country,P2 Seed,Set 1,Set 2,Set 3,Set 4,Set 5,Notes
1,1,Rafael Nadal *,ESP,1,John Isner,USA,,6 - 4,6 - 7 (2 - 7),6 - 7 (2 - 7),6 - 2,6 - 4,
1,2,Santiago Giraldo,COL,,Pablo Andujar *,ESP,,6 - 7 (5 - 7),3 - 6,3 - 6,,,
1,3,Pablo Cuevas,URU,,Antonio Veic *,CRO,,6 - 4,3 - 6,2 - 6,1 - 3,,Retired
1,4,Denis Gremelmayr,GER,,Nikolay Davydenko *,RUS,28,6 - 7 (2 - 7),1 - 6,3 - 6,,,
1,5,Sam Querrey *,USA,24,Philipp Kohlschreiber,GER,,3 - 6,6 - 1,6 - 2,6 - 4,,
1,6,Ivan Ljubicic *,CRO,,Somdev Devvarman,IND,,6 - 4,6 - 3,6 - 4,,,
1,7,Dmitry Tursunov,RUS,,Xavier Malisse *,BEL,,5 - 7,6 - 3,3 - 6,6 - 3,1 - 6,
1,8,Juan Monaco,ARG,,Fernando Verdasco *,ESP,16,2 - 6,5 - 7,6 - 4,4 - 6,,
1,9,Mardy Fish *,USA,10,Ricardo Mello,BRA,,6 - 2,6 - 7 (11 - 13),6 - 2,6 - 4,,
1,10,Daniel Gimeno-Traver,ESP,,Robin Haase *,NED,,2 - 6,6 - 7 (3 - 7),3 - 6,,,
1,11,Jeremy Chardy *,FRA,,Grigor DiMitrov,BUL,,6 - 2,6 - 4,6 - 4,,,
1,12,Michael Russell,USA,,Gilles Simon *,FRA,18,3 - 6,6 - 4,1 - 6,0 - 6,,
1,13,Marcos Baghdatis *,CYP,27,Frederico Gil,POR,,7 - 6 (7 - 4),6 - 2,6 - 2,,,
1,14,Leonardo Mayer *,ARG,,Dustin Brown,GER,,3 - 6,7 - 6 (7 - 5),6 - 2,6 - 2,,
1,15,Albert Ramos *,ESP,,Javier Marti,ESP,,6 - 3,6 - 7 (5 - 7),4 - 6,6 - 1,6 - 3,
1,16,Ryan Harrison,USA,,Robin Soderling *,SWE,5,1 - 6,7 - 6 (7 - 5),3 - 6,5 - 7,,
1,17,Andy Murray *,GBR,4,Eric Prodon,FRA,,6 - 4,6 - 1,6 - 3,,,
1,18,Simone Bolelli *,ITA,,Frank Dancevic,CAN,,6 - 1,6 - 3,6 - 7 (5 - 7),6 - 2,,
1,19,Arnaud Clement *,FRA,,Filippo Volandri,ITA,,6 - 3,1 - 6,7 - 6 (11 - 9),6 - 4,,
1,20,Michael Berrer *,GER,,Milos Raonic,CAN,26,6 - 4,4 - 6,6 - 3,6 - 4,,
1,21,Alexandr Dolgopolov *,UKR,21,Rainer Schuettler,GER,,6 - 3,6 - 3,6 - 1,,,
1,22,Andreas Haider-Maurer *,AUT,,Ryan Sweeting,USA,,6 - 1,6 - 7 (5 - 7),6 - 2,6 - 0,,
1,23,Tobias Kamke *,GER,,Olivier Rochus,BEL,,6 - 7 (5 - 7),6 - 3,6 - 3,6 - 2,,
1,24,Julian Reister,GER,,Viktor Troicki *,SRB,15,4 - 6,3 - 6,3 - 6,,,
1,25,Nicolas Almagro,ESP,11,Lukasz Kubot *,POL,,6 - 3,6 - 2,6 - 7 (3 - 7),6 - 7 (5 - 7),4 - 6,
1,26,Carlos Berlocq *,ARG,,Bernard Tomic,AUS,,7 - 5,6 - 4,6 - 2,,,
1,27,Potito Starace,ITA,,Alejandro Falla *,COL,,6 - 7 (2 - 7),1 - 6,1 - 6,,,
1,28,Igor Kunitsyn,RUS,,Florian Mayer *,GER,20,3 - 6,6 - 4,4 - 6,3 - 6,,
1,29,Kevin Anderson *,RSA,32,Nicolas Mahut,FRA,,6 - 4,6 - 4,6 - 7 (6 - 8),6 - 3,,
1,30,Juan Ignacio Chela *,ARG,,Tim Smyczek,USA,,7 - 6 (7 - 5),6 - 1,6 - 1,,,
1,31,Edouard Roger-Vasselin,FRA,,Lukas Rosol *,CZE,,6 - 3,2 - 6,4 - 6,6 - 3,5 - 7,
1,32,Andreas Beck,GER,,Jurgen Melzer *,AUT,8,3 - 6,4 - 6,2 - 6,,,
1,33,David Ferrer *,ESP,7,Jarkko Nieminen,FIN,,6 - 3,6 - 3,6 - 1,,,
1,34,Julien Benneteau *,FRA,,Rui Machado,POR,,4 - 6,6 - 1,6 - 2,6 - 0,,
1,35,Kei Nishikori *,JPN,,Yen-Hsun Lu,TPE,,6 - 1,6 - 3,6 - 4,,,
1,36,David Guez,FRA,,Sergiy Stakhovsky *,UKR,31,7 - 6 (9 - 7),3 - 6,3 - 6,3 - 6,,
1,37,Michael Llodra,FRA,22,Steve Darcis *,BEL,,7 - 6 (7 - 5),3 - 6,3 - 6,3 - 6,,
1,38,Philipp Petzschner *,GER,,Mischa Zverev,GER,,7 - 6 (7 - 3),6 - 0,6 - 4,,,
1,39,Adrian Mannarino,FRA,,Guillaume Rufin *,FRA,,2 - 6,3 - 6,2 - 6,,,
1,40,Bjorn Phau,GER,,Gael Monfils *,FRA,9,6 - 4,3 - 6,5 - 7,0 - 6,,
1,41,Stanislas Wawrinka *,SUI,14,Augustin Gensse,FRA,,4 - 6,6 - 3,6 - 4,6 - 2,,
1,42,Thomas Schoorel *,NED,,Maximo Gonzalez,ARG,,7 - 6 (7 - 5),6 - 3,6 - 3,,,
1,43,Florent Serra,FRA,,Igor Andreev *,RUS,,4 - 6,1 - 6,3 - 6,,,
1,44,Jan Hajek,CZE,,Jo-Wilfried Tsonga *,FRA,17,3 - 6,2 - 6,2 - 6,,,
1,45,Janko Tipsarevic *,SRB,29,Brian Dabul,ARG,,7 - 6 (7 - 1),6 - 1,6 - 0,,,
1,46,Ivan Dodig,CRO,,Pere Riba *,ESP,,3 - 6,6 - 3,6 - 7 (6 - 8),4 - 6,,
1,47,Vincent Millot,FRA,,Maxime Teixeira *,FRA,,2 - 6,7 - 5,7 - 6 (7 - 4),4 - 6,1 - 6,
1,48,Feliciano Lopez,ESP,,Roger Federer *,SUI,3,3 - 6,4 - 6,6 - 7 (3 - 7),,,
1,49,Tomas Berdych,CZE,6,Stephane Robert *,FRA,,6 - 3,6 - 3,2 - 6,2 - 6,7 - 9,
1,50,Fabio Fognini *,ITA,,Denis Istomin,UZB,,6 - 4,6 - 2,6 - 2,,,
1,51,Tommy Haas,GER,,Marsel Ilhan *,TUR,,4 - 6,6 - 4,6 - 7 (1 - 7),4 - 6,,
1,52,Robert Kendrick,USA,,Guillermo Garcia-Lopez *,ESP,30,1 - 6,5 - 7,6 - 4,3 - 6,,
1,53,Marin Cilic,CRO,19,Ruben Ramirez Hidalgo *,ESP,,6 - 7 (5 - 7),4 - 6,4 - 6,,,
1,54,Marc Gicquel,FRA,,Albert Montanes *,ESP,,4 - 6,4 - 6,2 - 6,,,
1,55,Daniel Brands,GER,,Mikhail Kukushkin *,KAZ,,2 - 6,4 - 6,4 - 6,,,
1,56,Go Soeda,JPN,,Mikhail Youzhny *,RUS,12,5 - 7,2 - 6,4 - 6,,,
1,57,Richard Gasquet *,FRA,13,Radek Stepanek,CZE,,7 - 5,6 - 3,6 - 0,,,
1,58,Alex Bogomolov Jr.,USA,,Marcel Granollers *,ESP,,3 - 6,6 - 3,6 - 7 (6 - 8),2 - 6,,
1,59,Teymuraz Gabashvili,RUS,,Andreas Seppi *,ITA,,3 - 6,5 - 7,5 - 7,,,
1,60,Andrey Golubev,KAZ,,Thomaz Bellucci *,BRA,23,4 - 6,4 - 6,7 - 6 (7 - 4),6 - 7 (5 - 7),,
1,61,Juan Martin Del Potro *,ARG,25,Ivo Karlovic,CRO,,6 - 7 (7 - 9),6 - 3,7 - 5,6 - 4,,
1,62,Ernests Gulbis,LAT,,Blaz Kavcic *,SLO,,1 - 6,4 - 6,2 - 6,,,
1,63,Benoit Paire,FRA,,Victor Hanescu *,ROU,,5 - 7,6 - 4,1 - 6,6 - 7 (4 - 7),,
1,64,Thiemo De Bakker,NED,,Novak Djokovic *,SRB,2,2 - 6,1 - 6,3 - 6,,,
2,1,Rafael Nadal *,ESP,1,Pablo Andujar,ESP,,7 - 5,6 - 3,7 - 6 (7 - 4),,,
2,2,Antonio Veic *,CRO,,Nikolay Davydenko,RUS,28,3 - 6,6 - 2,7 - 5,3 - 6,6 - 1,
2,3,Sam Querrey,USA,24,Ivan Ljubicic *,CRO,,6 - 7 (2 - 7),4 - 6,4 - 6,,,
2,4,Xavier Malisse,BEL,,Fernando Verdasco *,ESP,16,6 - 4,3 - 6,6 - 7 (5 - 7),1 - 6,,
2,5,Mardy Fish *,USA,10,Robin Haase,NED,,7 - 6 (7 - 1),6 - 2,6 - 1,,,
2,6,Jeremy Chardy,FRA,,Gilles Simon *,FRA,18,6 - 4,4 - 6,1 - 6,4 - 6,,
2,7,Marcos Baghdatis,CYP,27,Leonardo Mayer *,ARG,,5 - 7,4 - 6,6 - 7 (6 - 8),,,
2,8,Albert Ramos,ESP,,Robin Soderling *,SWE,5,3 - 6,4 - 6,4 - 6,,,
2,9,Andy Murray *,GBR,4,Simone Bolelli,ITA,,7 - 6 (7 - 3),6 - 4,7 - 5,,,
2,10,Arnaud Clement,FRA,,Michael Berrer *,GER,,6 - 7 (6 - 8),6 - 3,5 - 7,4 - 6,,
2,11,Alexandr Dolgopolov *,UKR,21,Andreas Haider-Maurer,AUT,,6 - 2,6 - 4,6 - 2,,,
2,12,Tobias Kamke,GER,,Viktor Troicki *,SRB,15,2 - 6,2 - 6,6 - 7 (4 - 7),,,
2,13,Lukasz Kubot *,POL,,Carlos Berlocq,ARG,,6 - 3,7 - 6 (7 - 4),6 - 3,,,
2,14,Alejandro Falla *,COL,,Florian Mayer,GER,20,4 - 6,7 - 6 (7 - 4),6 - 1,6 - 2,,
2,15,Kevin Anderson,RSA,32,Juan Ignacio Chela *,ARG,,6 - 3,3 - 6,4 - 6,6 - 4,2 - 6,
2,16,Lukas Rosol *,CZE,,Jurgen Melzer,AUT,8,6 - 7 (4 - 7),6 - 4,4 - 6,7 - 6 (7 - 3),6 - 4,
2,17,David Ferrer *,ESP,7,Julien Benneteau,FRA,,6 - 3,6 - 4,6 - 2,,,
2,18,Kei Nishikori,JPN,,Sergiy Stakhovsky *,UKR,31,1 - 6,6 - 3,3 - 6,6 - 7 (3 - 7),,
2,19,Steve Darcis *,BEL,,Philipp Petzschner,GER,,7 - 5,6 - 4,6 - 4,,,
2,20,Guillaume Rufin,FRA,,Gael Monfils *,FRA,9,3 - 6,6 - 1,1 - 6,3 - 6,,
2,21,Stanislas Wawrinka *,SUI,14,Thomas Schoorel,NED,,6 - 3,6 - 2,6 - 4,,,
2,22,Igor Andreev,RUS,,Jo-Wilfried Tsonga *,FRA,17,3 - 6,6 - 7 (4 - 7),3 - 6,,,
2,23,Janko Tipsarevic *,SRB,29,Pere Riba,ESP,,6 - 1,6 - 3,6 - 0,,,
2,24,Maxime Teixeira,FRA,,Roger Federer *,SUI,3,3 - 6,0 - 6,2 - 6,,,
2,25,Stephane Robert,FRA,,Fabio Fognini *,ITA,,2 - 6,1 - 6,0 - 6,,,
2,26,Marsel Ilhan,TUR,,Guillermo Garcia-Lopez *,ESP,30,4 - 6,6 - 1,2 - 6,6 - 4,11 - 13,
2,27,Ruben Ramirez Hidalgo,ESP,,Albert Montanes *,ESP,,7 - 6 (7 - 5),4 - 6,1 - 6,2 - 6,,
2,28,Mikhail Kukushkin,KAZ,,Mikhail Youzhny *,RUS,12,3 - 6,5 - 7,4 - 6,,,
2,29,Richard Gasquet *,FRA,13,Marcel Granollers,ESP,,4 - 6,6 - 3,6 - 2,6 - 4,,
2,30,Andreas Seppi,ITA,,Thomaz Bellucci *,BRA,23,1 - 6,2 - 6,4 - 6,,,
2,31,Juan Martin Del Potro *,ARG,25,Blaz Kavcic,SLO,,6 - 3,6 - 2,6 - 4,,,
2,32,Victor Hanescu,ROU,,Novak Djokovic *,SRB,2,4 - 6,1 - 6,3 - 2,,,Retired
3,1,Rafael Nadal *,ESP,1,Antonio Veic,CRO,,6 - 1,6 - 3,6 - 0,,,
3,2,Ivan Ljubicic *,CRO,,Fernando Verdasco,ESP,16,6 - 3,7 - 6 (8 - 6),6 - 4,,,
3,3,Mardy Fish,USA,10,Gilles Simon *,FRA,18,3 - 6,4 - 6,2 - 6,,,
3,4,Leonardo Mayer,ARG,,Robin Soderling *,SWE,5,1 - 6,4 - 6,3 - 6,,,
3,5,Andy Murray *,GBR,4,Michael Berrer,GER,,6 - 2,6 - 3,6 - 2,,,
3,6,Alexandr Dolgopolov,UKR,21,Viktor Troicki *,SRB,15,4 - 6,6 - 3,3 - 6,4 - 6,,
3,7,Lukasz Kubot,POL,,Alejandro Falla *,COL,,7 - 6 (7 - 4),4 - 6,5 - 7,4 - 6,,
3,8,Juan Ignacio Chela *,ARG,,Lukas Rosol,CZE,,6 - 2,6 - 4,3 - 6,7 - 6 (7 - 5),,
3,9,David Ferrer *,ESP,7,Sergiy Stakhovsky,UKR,31,6 - 1,6 - 1,6 - 3,,,
3,10,Steve Darcis,BEL,,Gael Monfils *,FRA,9,3 - 6,4 - 6,5 - 7,,,
3,11,Stanislas Wawrinka *,SUI,14,Jo-Wilfried Tsonga,FRA,17,4 - 6,6 - 7 (3 - 7),7 - 6 (7 - 5),6 - 2,6 - 3,
3,12,Janko Tipsarevic,SRB,29,Roger Federer *,SUI,3,1 - 6,4 - 6,3 - 6,,,
3,13,Fabio Fognini *,ITA,,Guillermo Garcia-Lopez,ESP,30,4 - 6,6 - 3,6 - 3,6 - 1,,
3,14,Albert Montanes *,ESP,,Mikhail Youzhny,RUS,12,6 - 1,7 - 6 (7 - 0),6 - 1,,,
3,15,Richard Gasquet *,FRA,13,Thomaz Bellucci,BRA,23,6 - 2,6 - 3,3 - 6,6 - 3,,
3,16,Juan Martin Del Potro,ARG,25,Novak Djokovic *,SRB,2,3 - 6,6 - 3,3 - 6,2 - 6,,
4,1,Rafael Nadal *,ESP,1,Ivan Ljubicic,CRO,,7 - 5,6 - 3,6 - 3,,,
4,2,Gilles Simon,FRA,18,Robin Soderling *,SWE,5,2 - 6,3 - 6,6 - 7 (5 - 7),,,
4,3,Andy Murray *,GBR,4,Viktor Troicki,SRB,15,4 - 6,4 - 6,6 - 3,6 - 2,7 - 5,
4,4,Alejandro Falla,COL,,Juan Ignacio Chela *,ARG,,6 - 4,2 - 6,6 - 1,6 - 7 (5 - 7),2 - 6,
4,5,David Ferrer,ESP,7,Gael Monfils *,FRA,9,4 - 6,6 - 2,5 - 7,6 - 1,6 - 8,
4,6,Stanislas Wawrinka,SUI,14,Roger Federer *,SUI,3,3 - 6,2 - 6,5 - 7,,,
4,7,Fabio Fognini *,ITA,,Albert Montanes,ESP,,4 - 6,6 - 4,3 - 6,6 - 3,11 - 9,
4,8,Richard Gasquet,FRA,13,Novak Djokovic *,SRB,2,4 - 6,4 - 6,2 - 6,,,
5,1,Rafael Nadal *,ESP,1,Robin Soderling,SWE,5,6 - 4,6 - 1,7 - 6 (7 - 3),,,
5,2,Andy Murray *,GBR,4,Juan Ignacio Chela,ARG,,7 - 6 (7 - 2),7 - 5,6 - 2,,,
5,3,Gael Monfils,FRA,9,Roger Federer *,SUI,3,4 - 6,3 - 6,6 - 7 (3 - 7),,,
5,4,Fabio Fognini,ITA,,Novak Djokovic *,SRB,2,,,,,,Walkover
6,1,Rafael Nadal *,ESP,1,Andy Murray,GBR,4,6 - 4,7 - 5,6 - 4,,,
6,2,Roger Federer *,SUI,3,Novak Djokovic,SRB,2,7 - 6 (7 - 5),6 - 3,3 - 6,7 - 6 (7 - 5),,
7,1,Rafael Nadal *,ESP,1,Roger Federer,SUI,3,7 - 5,7 - 6 (7 - 3),5 - 7,6 - 1,,
